obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,_Vc,Edyn,Hr,Hs,dHs/dt,_Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,_Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,_CO2,CO2_s_d,CO2_r_d,_H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,_CO2:MN,_CO2:SLP,_CO2:SD,_CO2:OK,F:MN,F:SLP,F:SD,F:OK,_H2O:MN,_H2O:SLP,_H2O:SD,_H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
43,1784737443,5998.5,20260722 11:24:03,11:24:03,15,1784737435,0.002984505,2.984505246,6.480832081,396.3850968,258.8336582,26.19236997,40.11172728,0.087988365,2.948916415,0.086555465,0.054223962,266.1487818,35.21366326,34.48505806,5.489285848,38.94945647,2.131421548,5.472275459,3.3578643,-131.6166813,-8.875297343,-0.69917426,124.9576289,11.9207158,3.001262781,6.480832081,428.5659428,411.2142788,0.958373636,66.7449684,2.984505246,16.71128176,21.19536545,0.025051593,78.43,0,0,1,0,52170.8715,1499.999355,1273.858984,0.849239688,0.177432598,6,0.5,0: Broadleaf,2,TRUE,1784737435,396.3850968,417.4425484,21.06276129,16.34376452,437.9891613,25.70564194,373.5600645,101.093871,0.099962006,34.42923226,34.48505806,999.9,0,0,10001.41548,0,56.96775161,-21.05737419,404.9139677,424.380129,4.718984194,417.4425484,16.34376452,2.129317097,1.652257419,18.44017097,14.45288387,1499.999355,0.692010806,0.307989194,0,2.74746129,0,16661.10645,13609.61613,47.12093548,48.437,47.812,47.125,46.82012903,1038.015161,461.9841935,0,1784737396,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-20.54929,-20.02723227,2.339685866,0,2.776073529,-0.185034379,0.237948894,1,4.83630825,-2.829692195,0.275305531,0,1,3,1/3,2.95168,2.76447,0.105777,0.102568,0.12146,0.0898288,27594.8,18355,31638,22283.5,37430.8,27555.3,45435.7,32583.2,1.6467,2.64325,0.145789,0,32.1506,999.9,55,36.2,32.8317,61.5674,96.9231,3,0.386791,0,20.3082,5.21235,12.0327,4.9598,3.301,7702.5,9999,9999,125.4,4.97302,1.87546,1.88159,1.8811,1.87881,1.87453,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.813,-4.6428,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-4.642886953,0,0,0,3,2129,1,23,11.8,11.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.27173,38.2812,15.3754,2,400.297,1370.55,33.2322,32.3795,30.0001,32.1228,31.9811,-1,40,10,-999.9,400,20,99.4201,85.612
44,1784737563,6118.5,20260722 11:26:03,11:26:03,15,1784737555,0.002945969,2.945969073,5.228594161,403.5855484,284.3433128,28.77347043,40.83991542,0.084900213,2.948513778,0.083565128,0.052346408,266.1448281,35.35090361,34.63894516,5.536414209,38.17142146,2.103680236,5.511139368,3.432733974,-129.9172361,-13.09627554,-1.033249796,122.0980667,5.720355922,2.775487398,5.228594161,415.1092475,410.8574788,-0.607372925,66.7449684,2.945969073,15.91739652,20.74508,-0.023141714,78.43,0,0,1,0,52137.80959,1499.977742,1273.840568,0.849239647,0.177432518,6,0.5,0: Broadleaf,2,TRUE,1784737555,403.5855484,414.5773871,20.78885161,16.42170323,445.4166452,25.43174194,373.3953548,101.0927419,0.09996821,34.55655806,34.63894516,999.9,0,0,9999.239677,0,54.98580323,-10.99191774,412.1537742,421.5007419,4.367140968,414.5773871,16.42170323,2.101602258,1.660114516,18.23128065,14.52552258,1499.977742,0.692012097,0.307987903,0,2.790370968,0,16533.05484,13609.41613,47.25,48.536,47.937,47.25,46.96341935,1038.002258,461.9754839,0,1784737516,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-13.008683,58.21928645,6.184931146,0,2.793797059,0.007830403,0.173506351,1,4.31032875,2.575462402,0.329015494,0,1,3,1/3,2.95178,2.76448,0.105602,0.0994091,0.119867,0.0868225,27600.2,18426.5,31638.2,22291.9,37499.7,27658.9,45436.3,32598.2,1.64673,2.63608,0.142921,0,32.3163,999.9,54.4,36.2,32.4742,61.7774,96.9231,3,0.390467,0,20.3082,5.21519,12.0338,4.9595,3.301,7702.5,9999,9999,125.5,4.97301,1.87545,1.88159,1.8811,1.87876,1.87449,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.786,-4.6429,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-4.642886953,0,0,0,3,2129,1,23,13.8,13.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.32178,38.2324,15.3491,2,400.483,1360.47,33.3429,32.4172,30.0002,32.154,32.0088,-1,40,10,-999.9,400,20,99.4212,85.6486
45,1784737683,6238.5,20260722 11:28:03,11:28:03,15,1784737675,0.002258275,2.258275246,5.166264548,404.3988387,253.4384148,25.64524093,40.9208117,0.063267771,2.947951509,0.062523007,0.039143063,266.1478901,35.55860769,34.71108065,5.558626721,36.97112565,2.041007563,5.520544823,3.517619158,-99.58993837,-19.67963069,-1.553728269,145.3245927,2.187045794,2.339048983,5.166264548,415.3292469,409.4268909,-0.358761492,66.7449684,2.258275246,16.60473664,20.17010182,-0.001513911,78.43,0,0,1,0,52116.56046,1499.987097,1273.849239,0.849240131,0.177433453,6,0.5,0: Broadleaf,2,TRUE,1784737675,404.3988387,409.4291935,20.17020323,16.49031613,446.2557742,24.81309355,373.6859032,101.0892258,0.100015568,34.58725484,34.71108065,999.9,0,0,9996.393548,0,56.38494839,-5.030303871,412.7236774,416.294,3.679888065,409.4291935,16.49031613,2.038990323,1.666993871,17.75039677,14.59222258,1499.987097,0.691995226,0.308004774,0,2.700435484,0,16440.18065,13609.43226,47.3,48.57825806,48.03,47.25,47.016,1037.984516,462.0025806,0,1784737636,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-6.3409405,21.13742612,2.541057921,0,2.736664706,-0.100773107,0.209488794,1,3.657287,0.307909418,0.099928248,0,1,3,1/3,2.95215,2.76445,0.105363,0.0986993,0.118027,0.0889211,27607.1,18435.7,31637.8,22285.7,37577.7,27585.9,45435.3,32587.1,1.64648,2.63823,0.146385,0,32.3462,999.9,55.1,36.2,32.8916,61.7174,96.903,3,0.39311,0,20.3082,5.21534,12.0332,4.95975,3.301,7702.5,9999,9999,125.5,4.97302,1.87542,1.88156,1.8811,1.87879,1.87453,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.748,-4.6429,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-4.642886953,0,0,0,3,2129,1,23,15.8,15.7,0.155029,4.99878,2.89795,2.8894,2.99805,2.323,38.2324,15.3491,2,400.533,1364.35,33.4129,32.457,30.0002,32.1881,32.0403,-1,40,10,-999.9,400,20,99.4195,85.6214
46,1784737803,6358.5,20260722 11:30:03,11:30:03,15,1784737795,0.002050761,2.050761449,5.270523502,397.201871,225.717845,22.83996092,40.19210449,0.055629845,2.947526253,0.055053082,0.034459498,266.1447757,35.72152292,34.85027419,5.601707312,35.53119823,1.973477807,5.554211243,3.628229505,-90.43857991,-24.39428034,-1.928569564,149.3833459,8.47794901,2.004942859,5.270523502,420.139608,408.5019879,0.427894726,66.7449684,2.050761449,16.39677169,19.54420485,0.010287818,78.43,0,0,1,0,52085.91482,1499.974839,1273.838342,0.849239807,0.177432827,6,0.5,0: Broadleaf,2,TRUE,1784737795,397.201871,412.1133871,19.50306129,16.34232581,438.8317097,24.14594516,373.1739677,101.0880968,0.100007877,34.69676129,34.85027419,999.9,0,0,9994.09,0,56.05812903,-14.91151935,405.1026129,418.9603226,3.160729677,412.1133871,16.34232581,1.971529032,1.652016452,17.21750645,14.45244839,1499.974839,0.692005097,0.307994903,0,2.820267742,0,16321.69677,13609.37419,47.37093548,48.59654839,48.11280645,47.304,47.058,1037.992258,461.9825806,0,1784737756,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-15.1187225,5.380107692,0.911289164,0,2.776517647,0.751758588,0.242440243,1,3.18560625,-0.782801313,0.106110813,0,1,3,1/3,2.95198,2.76435,0.105296,0.100269,0.115912,0.0877511,27606.4,18405.4,31635,22288,37665.7,27625,45432.2,32591.4,1.64565,2.64125,0.145789,0,32.457,999.9,54.7,36.2,32.6559,61.7474,96.9231,3,0.39717,0,20.3084,5.21474,12.0335,4.95965,3.301,7702.5,9999,9999,125.5,4.97303,1.87545,1.88157,1.8811,1.87881,1.87454,1.87454,1.87685,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.74,-4.6429,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-4.642886953,0,0,0,3,2129,1,23,17.8,17.7,0.155029,4.99878,2.89795,2.89673,2.99805,2.26074,38.2324,15.3228,2,400.284,1369.64,33.458,32.4983,30.0002,32.2251,32.0771,-1,40,10,-999.9,400,20,99.4117,85.6319
47,1784737923,6478.5,20260722 11:32:03,11:32:03,15,1784737915,0.00175691,1.756909559,4.517635453,396.7086774,220.4452565,22.30633921,40.14202195,0.046271881,2.948679687,0.045872244,0.02870577,266.1489858,35.87772228,34.94390968,5.630850633,34.04698583,1.89956522,5.579246366,3.731285413,-77.47971156,-26.40324891,-2.088355667,160.1776697,-0.071395213,2.078099527,4.517635453,401.4347262,398.8907758,-0.683272267,66.7449684,1.756909559,15.29904352,18.47315697,-0.049665732,78.43,0,0,1,0,52104.93135,1499.995484,1273.856158,0.849239996,0.177433191,6,0.5,0: Broadleaf,2,TRUE,1784737915,396.7086774,397.9153226,18.77269677,15.50518065,438.3228387,23.41559032,374.429,101.0876774,0.099980519,34.77781935,34.94390968,999.9,0,0,10000.68323,0,70.86355484,-1.206710516,404.2988065,404.1830645,3.26752,397.9153226,15.50518065,1.897687419,1.56738129,16.61509355,13.63943871,1499.995484,0.691999742,0.308000258,0,2.687741935,0,16231.45484,13609.52258,47.389,48.651,48.125,47.36687097,47.125,1037.997097,461.9983871,0,1784737876,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-2.180887463,7.045845679,2.799502961,0,2.659552941,0.097356762,0.191615831,1,3.110436098,2.687160418,0.346714021,0,1,3,1/3,2.95205,2.76449,0.10355,0.0973381,0.112234,0.0848511,27662.7,18474.2,31637.8,22298.7,37826.1,27727.7,45435.9,32609,1.64595,2.6392,0.156313,0,32.4169,999.9,53.2,36.1,31.5857,61.7474,96.9231,3,0.397154,0,20.3085,5.21669,12.0338,4.9597,3.301,7702.5,9999,9999,125.6,4.97299,1.87545,1.88157,1.8811,1.87878,1.87453,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.446,-4.6429,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-4.642886953,0,0,0,3,2129,1,23,19.8,19.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.30591,38.208,15.3141,2,400.527,1366.97,33.537,32.5174,30.0001,32.2394,32.0936,-1,40,10,-999.9,400,20,99.4201,85.676
48,1784738043,6598.5,20260722 11:34:03,11:34:03,15,1784738035,0.001416057,1.41605701,4.222893067,408.7752258,207.280523,20.97549934,41.36550967,0.037218168,2.948571897,0.036959138,0.023122584,266.1532877,35.92416983,34.9201,5.623427589,33.95709177,1.89021589,5.56648344,3.733211698,-62.44811414,-29.18004109,-2.307337532,172.217795,3.007650084,1.500906751,4.222893067,420.3187141,415.0400848,-0.229095654,66.7449684,1.41605701,16.2955578,18.60150485,-0.008901039,78.43,0,0,1,0,52108.98917,1500.024194,1273.880129,0.849239722,0.177432663,6,0.5,0: Broadleaf,2,TRUE,1784738035,408.7752258,414.5915161,18.67917097,16.31346774,450.7694194,23.38039677,373.556,101.0937742,0.100004345,34.73653548,34.9201,999.9,0,0,9999.467742,0,71.10550645,-5.816230645,416.5561935,421.4671613,2.365712258,414.5915161,16.31346774,1.88835,1.649190645,16.53793226,14.42603871,1500.024194,0.692008968,0.307991032,0,2.674554839,0,16217.16129,13609.82581,47.437,48.687,48.133,47.37093548,47.125,1038.030645,461.9935484,0,1784737996,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-7.677855854,29.65975923,3.635859065,0,2.717338235,-0.474656988,0.232462674,1,2.230215366,1.885082509,0.258223838,0,1,3,1/3,2.95172,2.76442,0.10648,0.100058,0.112844,0.0874909,27571.4,18410.9,31636.9,22289.5,37799.2,27635.1,45434.8,32594.1,1.6445,2.63335,0.154395,0,32.4385,999.9,54.7,36.2,32.6535,61.8974,96.9191,3,0.400203,0,20.3075,5.21235,12.0336,4.9593,3.30032,7702.5,9999,9999,125.6,4.97303,1.87546,1.88156,1.8811,1.87879,1.87452,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.945,-4.6822,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,21.8,21.7,0.155029,4.99878,2.89795,2.89673,2.99805,2.27905,38.208,15.2878,2,399.904,1358.9,33.5431,32.5434,30.0003,32.2708,32.1196,-1,40,10,-999.9,400,20,99.4176,85.6385
49,1784738163,6718.5,20260722 11:36:03,11:36:03,15,1784738155,0.001492313,1.492313499,3.353763512,407.3729677,244.8071886,24.77292121,41.22353796,0.038029535,2.949146393,0.037759184,0.02362362,266.1509221,36.0426428,35.1160129,5.684760268,32.69485371,1.833977349,5.609376219,3.850782919,-65.8110253,-38.32687759,-3.034949216,158.97807,1.856785839,1.153016705,3.353763512,412.0865158,412.0993333,-0.778206384,66.7449684,1.492313499,15.82406879,18.18290545,-0.001058684,78.43,0,0,1,0,52101.86415,1500.003871,1273.863513,0.84924015,0.17743349,6,0.5,0: Broadleaf,2,TRUE,1784738155,407.3729677,411.1045484,18.12345161,16.3075871,449.3232903,22.6982129,374.0763871,101.0936129,0.099989081,34.87495484,35.1160129,999.9,0,0,10002.74774,0,82.93202903,-3.731574194,414.8922903,417.9222903,1.815867419,411.1045484,16.3075871,1.832165806,1.648592903,16.06380645,14.41754194,1500.003871,0.691994161,0.308005839,0,2.751896774,0,16188.7,13609.58065,47.437,48.687,48.183,47.375,47.171,1037.995161,462.0087097,0,1784738116,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-6.31601875,69.53669665,7.437937586,0,2.737955882,-0.229743316,0.237179118,1,1.81500425,1.564361764,0.339911296,0,1,3,1/3,2.95259,2.76436,0.105902,0.097486,0.11104,0.0846403,27587.3,18469.7,31634.9,22297.2,37874.2,27732.8,45432.2,32607.6,1.64583,2.63742,0.160597,0,32.5346,999.9,54,36.1,32.0592,61.6274,96.9151,3,0.402663,0,20.3083,5.21699,12.0339,4.95975,3.301,7702.5,9999,9999,125.6,4.97303,1.87542,1.88158,1.8811,1.8788,1.87453,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.848,-4.585,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,23.8,23.7,0.155029,4.99878,2.89795,2.89673,2.99805,2.3291,38.2324,15.2703,2,400.803,1365.59,33.6132,32.5784,30.0002,32.3022,32.1508,-1,40,10,-999.9,400,20,99.4117,85.6715
50,1784738283,6838.5,20260722 11:38:03,11:38:03,15,1784738275,0.000985068,0.985067966,3.268216196,407.5740968,176.5626441,17.86731462,41.24459428,0.024726774,2.948379095,0.024612144,0.015392845,266.1491197,36.19870979,35.15518387,5.69709266,31.98795917,1.796853291,5.617280183,3.900239369,-43.44149731,-40.50481717,-3.209255256,178.9935499,5.210990107,0.851963571,3.268216196,423.8477992,416.9264061,0.225188642,66.7449684,0.985067966,16.60248614,17.90681333,0.030024667,78.43,0,0,1,0,52075.82439,1499.99129,1273.853052,0.849240299,0.177433777,6,0.5,0: Broadleaf,2,TRUE,1784738275,407.5740968,416.4967742,17.7562871,16.41290645,449.5307097,22.2515129,373.7596774,101.0953226,0.100005103,34.90036129,35.15518387,999.9,0,0,9998.219355,0,74.57557742,-8.922624,414.942,423.4480968,1.343383484,416.4967742,16.41290645,1.795077097,1.659267097,15.74388065,14.51790968,1499.99129,0.691989645,0.308010355,0,2.687396774,0,16056.67419,13609.44516,47.5,48.75,48.24187097,47.46748387,47.24187097,1037.979032,462.0122581,0,1784738236,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-7.67676605,-30.43342847,4.644428486,0,2.693697059,-0.228328499,0.220109691,1,1.4960402,-3.418275107,0.37187002,0,1,3,1/3,2.95212,2.76445,0.106915,0.102199,0.109961,0.0892358,27555.4,18363.2,31634.4,22285.1,37919.8,27575.1,45431.4,32585.8,1.64385,2.63398,0.156444,0,32.6154,999.9,55,36.1,32.6504,61.7174,96.9231,3,0.406395,0,20.3082,5.21504,12.0339,4.9597,3.301,7702.5,9999,9999,125.7,4.97307,1.87546,1.88157,1.8811,1.87879,1.87454,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.024,-4.5292,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,25.8,25.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.30957,38.2324,15.2703,2,399.955,1361.35,33.6699,32.6272,30.0001,32.3451,32.1914,-1,40,10,-999.9,400,20,99.4099,85.6185
51,1784738404,6958.9,20260722 11:40:03,11:40:03,15,1784738396,0.001029361,1.029361233,3.246315904,403.8647742,181.7308147,18.38980165,40.86809988,0.025659414,2.948571683,0.025536005,0.015971041,266.1538356,36.16541769,35.1656,5.700375933,31.58181626,1.771889757,5.610474528,3.928486176,-45.39483037,-45.6404423,-3.615720484,171.5028424,3.966403417,0.947550531,3.246315904,416.6626993,411.8455879,-0.067353499,66.7449684,1.029361233,15.87507097,17.50174182,-0.00055395,78.43,0,0,1,0,52084.93105,1500.015806,1273.874061,0.849240425,0.177434021,6,0.5,0: Broadleaf,2,TRUE,1784738396,403.8647742,410.8402258,17.51008387,16.01692903,445.704871,21.95361935,374.0906774,101.0925161,0.100017845,34.8784871,35.1656,999.9,0,0,9999.590968,0,74.19257742,-6.975275097,411.0627419,417.5279677,1.493151935,410.8402258,16.01692903,1.770137419,1.619190645,15.52555484,14.14235161,1500.015806,0.691985903,0.308014097,0,2.633606452,0,16032.91613,13609.65806,47.5,48.72154839,48.19106452,47.377,47.21545161,1037.989677,462.026129,0,1784738357,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-6.511035049,-2.408275756,2.849508235,0,2.706558824,-0.591715812,0.233009753,1,1.542062195,-0.547496237,0.138022833,0,1,3,1/3,2.95253,2.76442,0.105957,0.098567,0.108189,0.0856621,27586.4,18446,31636.2,22295.4,37997.4,27698.5,45433.6,32603.8,1.64485,2.6352,0.160821,0,32.5561,999.9,53.9,36.1,31.9974,61.6874,96.9191,3,0.405902,0,20.3083,5.21594,12.0324,4.9597,3.301,7702.5,9999,9999,125.7,4.97302,1.87544,1.88156,1.8811,1.8788,1.87454,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.862,-4.4405,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,27.8,27.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.30957,38.208,15.2528,2,400.551,1363.32,33.6566,32.633,30,32.3537,32.1999,-1,40,10,-999.9,400,20,99.4151,85.6627
52,1784738524,7078.9,20260722 11:42:03,11:42:03,15,1784738516,0.00069279,0.692790209,2.777821898,404.8213871,129.4104889,13.09510559,40.96405826,0.01726075,2.94925551,0.017204824,0.010758025,266.1522527,36.23856938,35.13781935,5.691622837,31.51996855,1.767137788,5.606407207,3.924485048,-30.55204821,-43.31423618,-3.429955764,188.8560126,5.963410023,0.601121929,2.777821898,421.5988263,414.9413515,0.301015522,66.7449684,0.692790209,16.59557294,17.57163636,0.014092208,78.43,0,0,1,0,52106.51208,1500.003548,1273.863958,0.84924063,0.177434415,6,0.5,0: Broadleaf,2,TRUE,1784738516,404.8213871,414.7871613,17.46348387,16.51515806,446.6913871,21.89745484,373.6843871,101.0904839,0.099965955,34.86540323,35.13781935,999.9,0,0,10003.67742,0,71.38644839,-9.965894516,412.0166452,421.7526452,0.948340097,414.7871613,16.51515806,1.765393871,1.669525484,15.48359355,14.61582258,1500.003548,0.691979258,0.308020742,0,2.718409677,0,15950.6871,13609.53548,47.5,48.653,48.187,47.375,47.2256129,1037.970968,462.0325806,0,1784738477,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-10.24378561,9.177907317,1.825487118,0,2.748526471,0.018696715,0.237238902,1,0.932344488,0.276297303,0.054211533,0,1,3,1/3,2.95152,2.76465,0.106553,0.100974,0.108531,0.0894149,27568.2,18388.7,31636.3,22285.7,37983.1,27570.5,45433.9,32586.9,1.64245,2.63188,0.158399,0,32.5806,999.9,55.1,36.1,32.7135,61.5674,96.9231,3,0.407259,0,20.3083,5.21444,12.0332,4.95955,3.301,7702.5,9999,9999,125.8,4.97301,1.87544,1.88156,1.8811,1.8788,1.87454,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.964,-4.4577,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,29.8,29.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.29248,38.1837,15.2265,2,399.314,1358.7,33.6598,32.6417,30,32.368,32.2145,-1,40,10,-999.9,400,20,99.4157,85.6213
53,1784738644,7198.9,20260722 11:44:03,11:44:03,15,1784738636,0.001424692,1.424691886,2.52092658,384.3212903,249.8837355,25.28620286,38.89019063,0.0355824,2.948613383,0.035345564,0.022112125,266.1457725,35.98459218,35.05927742,5.66693909,31.1028225,1.73737075,5.585894174,3.929568341,-62.82891218,-41.32901645,-3.27115783,158.7166861,1.088615846,1.558691941,2.52092658,391.300907,389.1164061,-0.272116213,66.7449684,1.424691886,13.94978298,16.69422545,-0.060431931,78.43,0,0,1,0,52099.50137,1499.980968,1273.8435,0.849239775,0.177432766,6,0.5,0: Broadleaf,2,TRUE,1784738636,384.3212903,387.0254194,17.16907419,14.71446129,425.5424516,21.54396452,374.4616452,101.0918065,0.100065052,34.79929032,35.05927742,999.9,0,0,9999.898065,0,86.07877419,-2.704116323,391.0353548,392.8052903,2.454614516,387.0254194,14.71446129,1.735655161,1.487513871,15.21727419,12.83357097,1499.980968,0.692006613,0.307993387,0,2.712412903,0,15416.6,13609.43226,47.437,48.683,48.125,47.437,47.125,1037.998065,461.9829032,0,1784738597,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-1.961282915,-12.15692703,1.507651552,0,2.71495,-0.252713514,0.218266667,1,2.140623415,4.438202091,0.620083124,0,1,3,1/3,2.95251,2.76439,0.10185,0.0955647,0.104621,0.0806759,27709.9,18519.7,31632.6,22310.4,38146.2,27873.4,45429.3,32631.8,1.64492,2.63595,0.158064,0,32.479,999.9,52,36.1,30.8712,61.7175,96.9231,3,0.412835,0,20.3083,5.21594,12.0339,4.95975,3.301,7702.5,9999,9999,125.8,4.973,1.87545,1.88157,1.8811,1.8788,1.87454,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.168,-4.2735,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,31.8,31.7,0.155029,4.99878,2.89795,2.89673,2.99805,2.29492,38.1593,15.2178,2,400.859,1365.76,33.6362,32.68,30.0006,32.4024,32.2605,-1,40,10,-999.9,400,20,99.4049,85.7299
