obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccH2O_hum,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
41,1786550657,5133.1,20260813 00:04:17,00:04:17,15,,1786550649,0.000941008,0.941007957,2.125984293,299.6059094,155.7616789,15.81979784,30.42921053,0.026264641,1.389734794,0.025991966,0.016269242,287.4260733,37.53775983,35.84784,5.919038443,43.00405908,2.392485713,5.563395093,3.52655273,-41.49845089,-84.01208797,-14.15757645,147.757958,2.224157908,1.05860072,2.125984293,310.676202,307.1427273,0.096478314,60.85988448,0.941007957,22.41377206,23.59981576,0.012785684,69.65,45,10,1.003575126,0.357512588,25263.93877,1499.979333,1261.19764,0.840810011,0.191620022,6,0.5,0: Broadleaf,2,TRUE,1786550649,299.6564,303.1504667,23.55640667,22.13600667,313.9646,23.36487333,435.0434,101.4642,0.099919973,34.72653333,35.84784,999.9,0,0,5003,0,95.11628,-3.494053333,306.8853333,310.0132,1.420391333,303.1504667,22.13600667,2.39013,2.246012,20.29706667,19.29332667,1499.979333,0.973001,0.02699866,0,1.994,0,17380.92667,12843.72,45.03306667,47,46,45.562,45.062,1459.479333,40.5,0,1786550653,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-3.4432375,-4.022633233,0.566888957,0,1.5650885,-3.371276842,0.35398163,0,0,2,0/2,3.00857,2.7595,0.0754432,0.0741719,0.111354,0.104369,32692.5,23487,33482.8,25653.8,37979.2,31086.5,48928.3,40102.8,1.75305,2.65385,0.191443,0,32.7247,999.9,61.684,33.133,30.9451,29.1955,-100,3,0.294179,0,20.2436,5.20501,11.956,4.96945,3.294,9999,154.5,9999,7168.5,4.97362,1.87302,1.87084,1.8724,1.87286,1.87365,1.87329,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,4.8,4.5,0.15625,4.99756,2.64526,2.71973,2.8479,2.27539,36.5051,15.209,2,374.599,1245.4,32.6238,31.3555,30.0008,31.1832,31.079,-1,40,10,-999.9,400,20,101.661,94.1015
42,1786550777,5253.1,20260813 00:06:17,00:06:17,15,,1786550769,0.000569809,0.569808979,0.657011966,334.931447,252.2842217,25.6250588,34.01971777,0.016045841,1.38900115,0.015943571,0.009973866,287.4320267,37.78405316,35.91488,5.940913227,44.09264549,2.460951761,5.581320271,3.479961467,-25.12857597,-84.64568606,-14.280568,163.3771966,-3.003804364,0.518898217,0.657011966,332.6344886,337.8503455,-1.108497567,60.85988448,0.569808979,23.44918338,24.22359455,-0.001252111,69.65,45,10,1.003578841,0.35788409,25237.80696,1500.010667,1261.22396,0.840809994,0.191619988,6,0.5,0: Broadleaf,2,TRUE,1786550769,334.9470667,331.0606,24.2286,23.53316667,349.2556,24.03709333,435.2471333,101.4721333,0.100048327,34.78452,35.91488,999.9,0,0,4999,0,87.8646,3.886521533,343.2639333,339.0399333,0.6954378,331.0606,23.53316667,2.458526667,2.387959333,20.75451333,20.28228,1500.010667,0.9730022,0.026997453,0,2.494,0,17022.96,12843.97333,45.187,47.062,46.125,45.75,45.229,1459.510667,40.5,0,1786550773,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,1.31109865,71.69536362,7.427340014,0,0.65478275,1.000715684,0.105491212,0,0,2,0/2,3.01018,2.75945,0.080877,0.0770112,0.113601,0.108399,32487.1,23397.5,33469.8,25635.3,37866.6,30923,48910.9,40077.4,1.7542,2.65095,0.211485,0,32.5017,999.9,63.686,33.314,32.2701,28.8055,-100,3,0.308476,0,20.2438,5.20306,11.956,4.96905,3.294,9999,154.5,9999,7168.5,4.97364,1.87302,1.87085,1.87241,1.87286,1.87368,1.87328,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,6.8,6.5,0.15625,4.99756,2.64526,2.71973,2.8479,2.24121,36.7654,15.209,2,376.207,1244.61,32.6504,31.5262,30.0005,31.3498,31.2399,-1,40,10,-999.9,400,20,101.624,94.0387
43,1786550897,5373.1,20260813 00:08:17,00:08:17,15,,1786550889,0.000430903,0.43090336,2.804502324,328.5721536,-63.87960067,-6.48866093,33.37518196,0.011713054,1.38906042,0.011658459,0.007291421,287.4287811,38.05285492,36.16551333,6.023316784,42.97230853,2.425123403,5.643456183,3.598193381,-19.00283819,-88.45905061,-14.95600882,165.0108835,10.8218617,0.522862952,2.804502324,361.9770944,347.3943273,1.927424057,60.85988448,0.43090336,23.56464712,23.9908703,0.023989335,69.65,45,10,1.003580953,0.358095326,25222.97257,1499.994,1261.209921,0.840809977,0.191619954,6,0.5,0: Broadleaf,2,TRUE,1786550889,328.6388667,343.6886,23.87486667,23.17628667,342.9471333,23.68335333,436.7551333,101.4764,0.100016593,34.98428,36.16551333,999.9,0,0,4999.081333,0,90.80983333,-15.0497246,336.6772,351.8471333,0.698577267,343.6886,23.17628667,2.422736,2.351848,20.51653333,20.03424,1499.994,0.973002133,0.026997533,0,2.225666667,0,16838.46,12843.83333,45.2748,47.17046667,46.25,45.812,45.3204,1459.494667,40.49866667,0,1786550893,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-9.39441945,-112.5674733,11.36360296,0,0.85286995,-4.021743925,0.398278959,0,0,2,0/2,3.01132,2.7594,0.0831641,0.0846863,0.112808,0.109297,32394.9,23195.8,33458.8,25628,37895.8,30883.2,48896.9,40066.4,1.75532,2.64482,0.216682,0,32.664,999.9,62.831,33.475,32.1231,28.6555,-100,3,0.32045,0,20.2439,5.20187,11.956,4.9696,3.294,9999,154.5,9999,7168.5,4.97368,1.87302,1.87087,1.87239,1.87287,1.87367,1.87326,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,8.8,8.6,0.15625,4.99756,2.64526,2.72095,2.8479,2.25952,37.0032,15.1827,2,377.724,1238.99,32.7402,31.6805,30.0003,31.503,31.3949,-1,40,10,-999.9,400,20,101.593,94.0124
44,1786551018,5494,20260813 00:10:18,00:10:18,15,,1786551010,0.0005911,0.591099965,2.062507547,365.2208526,150.8709227,15.32546208,37.09911907,0.016628024,1.390299014,0.016518326,0.010333749,287.4274155,38.09661947,36.14338667,6.016002213,44.5860043,2.53399333,5.683382869,3.482008883,-26.06750845,-77.33383348,-13.07006207,170.9560115,3.303375056,0.56282985,2.062507547,380.1377938,375.8921636,0.244130047,60.85988448,0.591099965,24.16065359,24.95212545,-0.000100774,69.65,44,10,1.003497624,0.349762421,25247.93562,1499.989333,1261.205761,0.84080982,0.19161964,6,0.5,0: Broadleaf,2,TRUE,1786551010,365.2698667,370.0688667,24.9458,24.19547333,379.5782,24.75429333,437.2718667,101.4799333,0.100025233,35.11163333,36.14338667,999.9,0,0,5005,0,91.11955333,-4.798816667,374.6149333,379.2447333,0.750326733,370.0688667,24.19547333,2.531495333,2.455352667,21.23042667,20.73351333,1499.989333,0.9730038,0.0269958,0,2.629666667,0,16788.06667,12843.80667,45.333,47.2206,46.25,45.937,45.437,1459.497333,40.49066667,0,1786551014,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-6.06545,13.08909974,2.605850472,0,0.703341286,0.794510961,0.088489555,0,0,2,0/2,3.01198,2.75958,0.0878926,0.0875812,0.116204,0.111014,32226.3,23117.3,33457.4,25622.6,37741,30817.5,48895.2,40059.9,1.7565,2.64337,0.209175,0,32.7804,999.9,64.302,33.657,33.2117,28.3955,-100,3,0.322685,0,20.2442,5.20501,11.956,4.96955,3.294,9999,154.6,9999,7168.5,4.97371,1.87302,1.87088,1.87239,1.87286,1.87368,1.8733,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,10.8,10.6,0.155029,4.99756,2.64526,2.72095,2.8479,2.24365,37.1941,15.1477,2,378.866,1238.79,32.8567,31.7491,30.0001,31.5898,31.4846,-1,40,10,-999.9,400,20,101.589,93.9954
45,1786551138,5614,20260813 00:12:18,00:12:18,15,,1786551130,0.000637637,0.6376373,1.811090637,366.8316808,187.8448407,19.08052731,37.26129437,0.017879289,1.38898932,0.017752411,0.011106581,287.4290822,38.18929461,36.26294,6.055615779,44.79391201,2.561937653,5.719388054,3.493678127,-28.11980494,-77.66335554,-13.15306136,168.4928603,-2.271261311,0.645643268,1.811090637,372.3609132,372.3516848,-0.460704393,60.85988448,0.6376373,24.34639688,25.20377939,-0.000675042,69.65,44,10,1.003504135,0.350413547,25201.18431,1499.996,1261.211561,0.84080995,0.191619899,6,0.5,0: Broadleaf,2,TRUE,1786551130,366.8748,364.0934,25.22188,24.36115333,381.1830667,25.03036667,437.1453333,101.476,0.0999988,35.22581333,36.26294,999.9,0,0,4998.751333,0,90.63853333,2.78133832,376.3673333,373.1846,0.860713933,364.0934,24.36115333,2.559414,2.47207,21.40932667,20.84378,1499.996,0.973002467,0.026997187,0,2.131666667,0,16726.02,12843.84,45.3162,47.2038,46.2624,45.958,45.4622,1459.497333,40.49733333,0,1786551134,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,3.270685943,-13.99566938,1.850754783,0,0.862457238,-0.042338805,0.028959049,1,1,2,1/2,3.01139,2.75948,0.0871305,0.0850828,0.117089,0.111355,32255.9,23180.6,33460.2,25622.5,37703.1,30805.4,48899.1,40060.5,1.756,2.64415,0.213664,0,32.831,999.9,64.351,33.828,33.5591,29.3855,-100,3,0.32017,0,20.2442,5.20426,11.956,4.9693,3.294,9999,154.6,9999,7168.5,4.97369,1.87302,1.87088,1.8724,1.87286,1.87367,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,12.8,12.6,0.155029,4.99756,2.64526,2.71973,2.8479,2.26562,37.3858,15.1477,2,378.73,1240.57,32.953,31.7463,29.9999,31.6103,31.5153,-1,40,10,-999.9,400,20,101.598,93.9961
46,1786551258,5734,20260813 00:14:18,00:14:18,15,,1786551250,0.000765658,0.765657562,1.360696591,342.9856186,221.3003717,22.47854577,34.83870301,0.020879879,1.389815551,0.020707164,0.012957376,287.4282267,38.27341589,36.49594,6.133470927,44.00743658,2.538008082,5.76722545,3.595462845,-33.76549849,-83.87310862,-14.2227902,155.5668294,-1.267576856,0.826967297,1.360696591,347.9212063,348.6932545,-0.48740637,60.85988448,0.765657562,23.85323006,24.92996182,-0.008050725,69.65,44,10,1.003502545,0.350254484,25212.58914,1499.990667,1261.20716,0.840810005,0.19162001,6,0.5,0: Broadleaf,2,TRUE,1786551250,343.018,341.672,24.98658667,23.88254,357.3263333,24.79508,436.6216667,101.4748,0.100021567,35.37655333,36.49594,999.9,0,0,5002.874667,0,89.96473333,1.345940647,351.8086,350.0318,1.104025333,341.672,23.88254,2.535505333,2.423474667,21.25622,20.52146667,1499.990667,0.973000467,0.026999267,0,3.132333333,0,16642.20667,12843.78667,45.25,47.12913333,46.25,45.75,45.375,1459.490667,40.5,0,1786551254,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,1.499226338,-0.492136644,1.248885122,0,1.071287857,0.424486208,0.058577469,0,0,2,0/2,3.01127,2.7594,0.0828779,0.0813655,0.116084,0.109584,32410.8,23280.9,33464.8,25629.2,37752.5,30874.6,48905.5,40069.3,1.75653,2.6435,0.212058,0,33.0767,999.9,62.746,33.999,33.0348,28.6355,-100,3,0.316019,0,20.2443,5.20471,11.956,4.96925,3.294,9999,154.6,9999,7168.5,4.97368,1.87302,1.87088,1.87241,1.87286,1.87365,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,14.8,14.6,0.155029,4.99756,2.64526,2.71973,2.8479,2.26807,37.53,15.1215,2,378.92,1239.52,33.0509,31.7098,29.9999,31.5964,31.5105,-1,40,10,-999.9,400,20,101.611,94.0184
47,1786551378,5854,20260813 00:16:18,00:16:18,15,,1786551370,0.000589446,0.589446494,1.627966534,353.5548329,178.2427258,18.10519101,35.91270137,0.016379419,1.39071755,0.016272998,0.010180128,287.4283144,38.3471275,36.40296667,6.102301007,44.77269428,2.580227229,5.762948311,3.522073778,-25.99459038,-77.96392278,-13.20533395,170.2644673,-4.102415392,0.728845268,1.627966534,358.3177516,357.8897455,-0.338385631,60.85988448,0.589446494,24.51584125,25.34222242,-0.005575745,69.65,44,10,1.003498799,0.349879871,25239.4898,1499.991333,1261.207701,0.840809992,0.191619983,6,0.5,0: Broadleaf,2,TRUE,1786551370,353.5935333,348.3189333,25.40192667,24.42727333,367.9018667,25.21041333,435.718,101.4760667,0.099977653,35.36312,36.40296667,999.9,0,0,5007.25,0,92.19088667,5.274624133,362.8098,357.0406667,0.9746588,348.3189333,24.42727333,2.577684667,2.478782,21.52546667,20.88777333,1499.991333,0.973001467,0.026998227,0,1.942,0,16593.84,12843.82,45.25413333,47.125,46.187,45.75,45.375,1459.491333,40.49933333,0,1786551374,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,8.704655333,-73.17665158,7.655891437,0,0.983711619,-0.66551174,0.110385823,0,0,2,0/2,3.01008,2.75949,0.0845902,0.0832594,0.117604,0.111889,32352.1,23225,33466.4,25620.3,37683.9,30784.5,48907.7,40058.2,1.75452,2.64562,0.212178,0,32.9822,999.9,63.594,34.15,33.7674,28.9056,-100,3,0.31404,0,20.2441,5.20381,11.956,4.9694,3.294,9999,154.7,9999,7168.5,4.97371,1.87302,1.87088,1.87241,1.87286,1.87366,1.87329,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,16.8,16.6,0.155029,4.99756,2.64526,2.72095,2.8479,2.26196,37.6745,15.1302,2,377.759,1242.28,33.1071,31.6822,29.9999,31.577,31.4946,-1,40,10,-999.9,400,20,101.616,93.9897
48,1786551498,5974,20260813 00:18:18,00:18:18,15,,1786551490,0.000512307,0.512307286,1.578443178,343.5790942,146.7463354,14.90547712,34.89838648,0.01391773,1.388171696,0.013840673,0.008657308,287.4264533,38.45043582,36.50137333,6.135296756,43.86124908,2.536091534,5.782077773,3.599205222,-22.59275132,-80.69452464,-13.70344257,170.4357348,7.996410016,0.388588121,1.578443178,364.5190908,358.7828121,0.633205432,60.85988448,0.512307286,24.51429819,25.0930497,0.017400665,69.65,44,10,1.003509647,0.350964657,25161.74981,1499.981333,1261.19932,0.84081001,0.19162002,6,0.5,0: Broadleaf,2,TRUE,1786551490,343.6167333,354.7928667,24.96814667,24.44737333,357.925,24.77663333,434.9609333,101.4730667,0.10001234,35.42313333,36.50137333,999.9,0,0,4994.874667,0,92.25958667,-11.17610067,352.4162667,363.6841333,0.5207696,354.7928667,24.44737333,2.533592667,2.480749333,21.24384667,20.90065333,1499.981333,0.973,0.0269997,0,2.817,0,16523.98,12843.72667,45.2164,47.125,46.187,45.729,45.3708,1459.481333,40.5,0,1786551494,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-10.78472429,12.29390416,3.979754198,0,0.617952143,-1.275838753,0.17814389,0,0,2,0/2,3.00948,2.75932,0.0848336,0.0834335,0.11675,0.111754,32345,23222.5,33468,25622.3,37724.4,30791.5,48909.8,40060.9,1.75362,2.64675,0.219606,0,32.9751,999.9,62.605,34.322,33.5614,28.9056,-100,3,0.311941,0,20.2442,5.20381,11.956,4.9696,3.294,9999,154.7,9999,7168.5,4.97372,1.87302,1.87088,1.87241,1.87286,1.87367,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,18.8,18.6,0.155029,4.99756,2.64526,2.71973,2.8479,2.2583,37.7711,15.1127,2,377.173,1243.55,33.151,31.6597,30,31.5576,31.4775,-1,40,10,-999.9,400,20,101.62,93.9964
49,1786551618,6094,20260813 00:20:18,00:20:18,15,,1786551610,0.000596123,0.596123278,1.11373524,331.8712784,203.3730678,20.6567347,33.70838147,0.015940784,1.38756308,0.015839739,0.009908862,287.4320267,38.54934373,36.73898,6.215605669,43.9005091,2.558126566,5.8271,3.657479102,-26.28903655,-87.91834917,-14.96418146,158.2604595,1.082010362,0.569779052,1.11373524,340.7295367,340.0612485,-0.164296777,60.85988448,0.596123278,24.37845291,25.18392848,-0.00016566,69.65,43,10,1.003433551,0.343355147,25132.95237,1500.010667,1261.22396,0.840809994,0.191619988,6,0.5,0: Broadleaf,2,TRUE,1786551610,331.8978667,333.6523333,25.18568667,24.41951333,346.2063333,24.99418,433.4364667,101.4706667,0.09998336,35.5637,36.73898,999.9,0,0,4992,0,89.71242667,-1.7543175,340.4730667,342.004,0.7661718,333.6523333,24.41951333,2.55561,2.477867333,21.38506,20.88182,1500.010667,0.972999,0.02700072,0,2.48,0,16449.21333,12843.98667,45.187,47.1124,46.187,45.625,45.312,1459.510667,40.5,0,1786551614,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-2.367677738,15.65040479,1.728575498,0,0.756157286,0.295161974,0.040510883,0,0,2,0/2,3.00786,2.75953,0.0813418,0.07943,0.117029,0.1113,32468.6,23323.1,33468.2,25621.4,37710.8,30806,48910.1,40059.6,1.7508,2.6462,0.218228,0,33.2214,999.9,62.074,34.442,33.4998,29.0256,-100,3,0.311151,0,20.2442,5.20471,11.956,4.9695,3.294,9999,154.7,9999,7168.5,4.97373,1.87302,1.87088,1.87239,1.87286,1.87368,1.8733,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1916,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,20.8,20.6,0.155029,4.99756,2.64526,2.71973,2.8479,2.24854,37.8679,15.0777,2,375.638,1242.46,33.2217,31.6488,30,31.5463,31.4637,-1,40,10,-999.9,400,20,101.621,93.9933
50,1786551738,6214,20260813 00:22:18,00:22:18,15,,1786551730,0.000262239,0.262239448,1.660275709,378.1361279,-6.241450623,-0.633956628,38.40804311,0.007131361,1.389677316,0.007111093,0.004446249,287.4301267,38.69887163,36.69404667,6.200349003,44.95102185,2.617210486,5.822360379,3.583138517,-11.56475964,-85.79121661,-14.57569185,175.4984586,9.579151155,0.234914906,1.660275709,407.4382758,397.4122606,1.379268308,60.85988448,0.262239448,25.49946592,25.8125297,0.006440165,69.65,44,10,1.003505047,0.350504726,25194.65146,1500.000667,1261.21556,0.84081,0.191619999,6,0.5,0: Broadleaf,2,TRUE,1786551730,378.1756667,391.5269333,25.76704667,25.45103333,392.4838667,25.57554,432.9716,101.472,0.10000086,35.54894667,36.69404667,999.9,0,0,5002.332667,0,87.74169333,-13.35124667,388.1779333,401.7521333,0.316020467,391.5269333,25.45103333,2.61463,2.582562667,21.75820667,21.55638667,1500.000667,0.972999667,0.02700004,0,2.116666667,0,16399.44,12843.88667,45.2164,47.125,46.187,45.708,45.3582,1459.500667,40.5,0,1786551734,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-12.23714,-14.31248026,2.350031191,0,0.324239429,-0.176278364,0.018363165,0,0,2,0/2,3.00754,2.75941,0.0916271,0.0914041,0.119334,0.115044,32104.2,23004.4,33467,25604,37605.9,30657.3,48908.7,40036.6,1.74972,2.64568,0.210486,0,33.2725,999.9,63.777,34.583,34.6899,29.2656,-100,3,0.312241,0,20.2441,5.20157,11.956,4.96935,3.29405,9999,154.8,9999,7168.5,4.97369,1.87302,1.87088,1.87241,1.87286,1.87367,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,22.8,22.6,0.155029,4.99756,2.64526,2.71973,2.8479,2.27173,37.9891,15.0777,2,375.099,1241.77,33.2897,31.6572,30.0003,31.5493,31.4672,-1,40,10,-999.9,400,20,101.618,93.9355
51,1786551858,6334,20260813 00:24:18,00:24:18,15,,1786551850,0.000516919,0.516918643,1.304016111,323.7195609,155.3641954,15.77997683,32.87943632,0.013633131,1.388397297,0.013559195,0.008481106,287.4408077,38.63344215,36.78826667,6.232377942,43.26165092,2.527276107,5.841839259,3.705101835,-22.79611214,-88.23118999,-15.01533208,161.3981735,1.135622514,0.659609557,1.304016111,335.0734296,332.2116727,0.183157781,60.85988448,0.516918643,24.15715539,24.85513273,-0.000196751,69.65,43,10,1.003430775,0.343077497,25153.2226,1500.056667,1261.262621,0.840809983,0.191619966,6,0.5,0: Broadleaf,2,TRUE,1786551850,323.7506667,325.6101333,24.88268667,23.99677333,338.0590667,24.69114667,434.0886,101.4676667,0.099987233,35.60951333,36.78826667,999.9,0,0,4996.25,0,85.69541333,-1.859395567,332.0120667,333.6162,0.885886533,325.6101333,23.99677333,2.524788,2.434896667,21.18716,20.59752667,1500.056667,0.972998467,0.0270013,0,2.668666667,0,16302.58667,12844.38667,45.187,47.125,46.187,45.687,45.3246,1459.555333,40.50066667,0,1786551854,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.22738731,-32.58172613,3.334493192,0,0.925574048,-1.314894312,0.167262401,0,0,2,0/2,3.00838,2.75946,0.0800341,0.0794329,0.115858,0.111023,32512.8,23321.3,33466.2,25619.7,37762.8,30812.9,48907.5,40055.8,1.75195,2.64453,0.22018,0,33.2202,999.9,60.56,34.755,33.2579,28.7256,-100,3,0.313021,0,20.2442,5.20411,11.956,4.9692,3.294,9999,154.8,9999,7168.5,4.97371,1.87302,1.87088,1.87241,1.87287,1.87369,1.87329,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,24.8,24.6,0.155029,4.99756,2.64526,2.71973,2.8479,2.2583,38.1106,15.0602,2,376.258,1240.14,33.3155,31.6655,30.0002,31.5503,31.4687,-1,40,10,-999.9,400,20,101.615,93.9853
52,1786551978,6454,20260813 00:26:18,00:26:18,15,,1786551970,0.000244749,0.244748775,0.893086855,297.6785083,69.2650432,7.03480789,30.23330416,0.006585276,1.390896669,0.006568003,0.00410655,287.4294933,38.50697191,36.43994,6.114680044,43.2452973,2.490362081,5.758688774,3.624317963,-10.79342098,-81.75026026,-13.8464609,181.0393512,-0.152127417,0.208981482,0.893086855,304.0149537,303.9031091,-0.207910343,60.85988448,0.244748775,24.49021983,24.67472,0.02288019,69.65,44,10,1.003497865,0.349786488,25246.20451,1499.997333,1261.21276,0.840810001,0.191620003,6,0.5,0: Broadleaf,2,TRUE,1786551970,297.6997333,297.5763333,24.52022,24.23978667,312.0081333,24.32869333,434.6033333,101.4635333,0.100077473,35.34973333,36.43994,999.9,0,0,5008.75,0,94.85328667,0.123488267,305.183,304.9685333,0.280425647,297.5763333,24.23978667,2.487904,2.459452667,20.94748667,20.76014,1499.997333,0.972998733,0.02700098,0,2.402333333,0,16220.06667,12843.86,45.30786667,47.17873333,46.25,45.625,45.3204,1459.497333,40.5,0,1786551974,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.085010429,4.564655532,0.49906017,0,0.391936557,-2.026053179,0.218861533,0,0,2,0/2,3.01047,2.75966,0.074618,0.0725556,0.115277,0.111665,32697.7,23491,33459.9,25614.9,37783.2,30783.2,48899.6,40048.6,1.75502,2.64138,0.223838,0,32.813,999.9,59.657,34.896,33.0189,29.0256,-100,3,0.319134,0,20.2444,5.20426,11.956,4.96955,3.29402,9999,154.8,9999,7168.5,4.97376,1.87302,1.87088,1.87241,1.87287,1.87366,1.87331,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,26.8,26.6,0.155029,4.99756,2.64526,2.71851,2.8479,2.2583,38.1837,15.0426,2,378.109,1236.38,33.2745,31.7099,30.0006,31.5918,31.5078,-1,40,10,-999.9,400,20,101.598,93.9683
