obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
41,1786463740,5346.1,20260811 23:55:40,23:55:40,15,,1786463732,0.002070119,2.070118816,0.917917215,170.3245553,137.3380439,13.97637317,17.33328564,0.061223768,1.390231922,0.059764389,0.037480965,287.4302267,39.55320465,37.65908,6.535265584,49.54179537,3.178520563,6.415836444,3.356745022,-91.29223978,-25.41510751,-4.373779916,166.3490995,2.564118812,2.002272247,0.917917215,180.3679797,177.7875818,0.271878391,60.78135453,2.070118816,28.8205375,31.30683394,0.010813504,69.65,59,12,1.004731132,0.473113219,25059.17589,1500.002667,1261.2171,0.840809905,0.19161981,6,0.5,0: Broadleaf,2,TRUE,1786463732,170.3465333,174.0242667,31.23355333,28.77975333,182.5730667,30.58561333,471.9958667,101.6662,0.100016887,37.31998667,37.65908,999.9,0,0,4995.500667,0,26.13834,-3.677824,175.8386667,179.1812,2.453799333,174.0242667,28.77975333,3.175393333,2.925927333,24.97737333,23.61226,1500.002667,0.973003267,0.026996707,0,2.962666667,0,20210.08,12843.91333,47.6208,49.312,48.562,47.875,47.6208,1459.507333,40.49533333,0,1786463737,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-2.882337,-10.65599657,1.495633875,0,2.446050952,0.108293766,0.01193522,0,0,2,0/2,3.04478,2.7596,0.0474487,0.0456848,0.135973,0.12435,33400.1,24046.8,33221.5,25499.7,36703.2,30197.1,48576.6,39880.3,1.7599,2.55315,0.217035,0,34.1462,999.9,59.242,37.383,37.5153,29.1292,-100,3,0.611486,0,20.246,5.20471,11.9586,4.96905,3.2943,148.9,9999,7167.5,9999,4.97383,1.87303,1.87103,1.87241,1.87289,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,4.5,4.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.25464,39.8932,15.1302,2,401.911,1179.71,35.4623,35.157,29.9999,35.0539,34.9502,-1,40,10,-999.9,400,20,100.905,93.5624
42,1786463860,5466.1,20260811 23:57:40,23:57:40,15,,1786463852,0.002493594,2.493593873,1.155460092,169.8441562,137.6004671,14.0027736,17.2840203,0.078401716,1.39021044,0.076025592,0.047723482,287.4390267,39.09093309,37.23906,6.38761561,50.67548041,3.207169047,6.328837972,3.180446564,-109.9674898,-12.70785706,-2.179898968,162.5837808,1.101916089,2.465246359,1.155460092,176.9687962,175.4375515,0.003284486,60.78135453,2.493593873,28.44394856,31.51942727,-2.67104E-05,69.65,58,12,1.004646898,0.464689804,25078.88903,1500.050667,1261.25726,0.840809773,0.191619545,6,0.5,0: Broadleaf,2,TRUE,1786463852,169.8718,171.8018,31.51575333,28.4899,182.0983333,30.86783333,471.1694667,101.6640667,0.099930933,37.06950667,37.23906,999.9,0,0,4995.5,0,26.70292,-1.930081333,175.3994,176.8400667,3.025863333,171.8018,28.4899,3.204024667,2.896402,25.12800667,23.44405333,1500.050667,0.973008467,0.02699152,0,2.885666667,0,19874.58667,12844.34667,47.4958,49.25413333,48.4958,47.7458,47.5,1459.560667,40.49,0,1786463857,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-1.976528,1.316640902,0.256919463,0,3.013261,0.424113383,0.046777732,0,0,2,0/2,3.04347,2.75944,0.0469093,0.0448696,0.136661,0.123233,33420.8,24068.7,33223.1,25501.1,36674.3,30237,48579.2,39882,1.75882,2.55525,0.201687,0,33.9758,999.9,58.644,37.404,37.1832,29.4292,-100,3,0.609223,0,20.2459,5.20456,11.9593,4.9681,3.29443,148.9,9999,7167.5,9999,4.9738,1.87305,1.87103,1.87241,1.87293,1.87365,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,6.5,6.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.27905,39.8932,15.1302,2,401.194,1182.41,35.383,35.1216,30,35.0346,34.9367,-1,40,10,-999.9,400,20,100.91,93.5669
43,1786463981,5587,20260811 23:59:41,23:59:41,15,,1786463973,0.002522772,2.522772482,1.181749045,169.6808877,137.8248359,14.02535577,17.26709706,0.081015978,1.390855513,0.078482644,0.049272664,287.4340867,39.00627583,37.13410667,6.351176707,51.29563921,3.234156084,6.30493378,3.117020623,-111.2542665,-10.04383039,-1.720662858,164.415327,1.110357417,2.516125216,1.181749045,175.7437925,174.9024424,-0.139504139,60.78135453,2.522772482,28.72991697,31.81224848,0.005780156,69.65,56,12,1.004481621,0.448162066,25102.95944,1500.024667,1261.23542,0.840809787,0.191619573,6,0.5,0: Broadleaf,2,TRUE,1786463973,169.7091333,171.6641333,31.78151333,28.68786667,181.9358,31.13358,470.3057333,101.6624,0.09978012,37.00016,37.13410667,999.9,0,0,4998.75,0,42.27481333,-1.955052933,175.2798,176.7341333,3.093638667,171.6641333,28.68786667,3.230985333,2.916476667,25.26875333,23.55858,1500.024667,0.973007,0.0269928,0,1.96,0,19715.64,12844.14667,47.437,49.2248,48.437,47.687,47.43286667,1459.534667,40.49,0,1786463978,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-2.345408286,7.35596921,0.924040058,0,3.123178571,-0.514925638,0.058661776,0,0,2,0/2,3.0419,2.75943,0.0467768,0.0446657,0.137643,0.123864,33422.5,24071.1,33220.1,25498.1,36629,30212.3,48575.3,39878.2,1.75828,2.55713,0.196882,0,33.9372,999.9,58.857,37.424,37.3534,29.0192,-100,3,0.610983,0,20.246,5.20441,11.9598,4.9692,3.29448,149,9999,7167.5,9999,4.97383,1.87306,1.87103,1.87241,1.8729,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,8.5,8.5,0.153809,4.99756,2.64526,2.69653,2.8479,2.23145,39.8932,15.0864,2,400.908,1185.2,35.3111,35.1192,30.0003,35.0378,34.9443,-1,40,10,-999.9,400,20,100.902,93.5572
44,1786464101,5707,20260812 00:01:41,00:01:41,15,,1786464093,0.002596394,2.596394018,1.199473687,169.2890276,138.036766,14.04630255,17.22646052,0.084184226,1.39146975,0.081453638,0.051146478,287.4308377,38.85991026,37.02214,6.312501912,51.38920755,3.220842569,6.267546675,3.091659343,-114.5009762,-9.819714454,-1.679729542,161.4304175,1.392027051,2.579244777,1.199473687,176.7915863,175.0569818,0.032218104,60.78135453,2.596394018,28.42438762,31.62672424,-0.000587907,69.65,57,12,1.004557177,0.455717661,25129.48873,1500.007333,1261.220882,0.840809811,0.191619622,6,0.5,0: Broadleaf,2,TRUE,1786464093,169.3176667,171.6363333,31.65208,28.48926667,181.5442667,31.00415333,471.5875333,101.6576667,0.1000241,36.89124,37.02214,999.9,0,0,5002,0,19.02325333,-2.318682,174.8520667,176.6696667,3.16283,171.6363333,28.48926667,3.217676667,2.896150667,25.1994,23.44257333,1500.007333,0.9730038,0.026995793,0,2.296666667,0,19683.73333,12843.96,47.354,49.12913333,48.3666,47.562,47.3414,1459.514,40.49066667,0,1786464098,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-2.240404762,-1.255987013,0.1653117,0,3.15723381,0.273642078,0.045335613,0,0,2,0/2,3.04427,2.75938,0.046835,0.0449977,0.136987,0.123148,33415,24059.4,33214.9,25494.8,36653.5,30232.9,48568.2,39872.8,1.7628,2.55505,0.193082,0,33.8844,999.9,58.314,37.454,37.0755,29.0492,-100,3,0.616687,0,20.2461,5.20426,11.9589,4.968,3.29443,149,9999,7167.5,9999,4.97382,1.87307,1.87102,1.87241,1.87287,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,10.5,10.5,0.153809,4.99756,2.64526,2.69653,2.8479,2.25098,39.8932,15.0777,2,403.667,1182.87,35.2406,35.1667,30.0002,35.0764,34.9763,-1,40,10,-999.9,400,20,100.887,93.5448
45,1786464221,5827,20260812 00:03:41,00:03:41,15,,1786464213,0.002410838,2.410838292,1.126315924,171.1972021,138.932689,14.13673448,17.41972611,0.076331416,1.390450014,0.074077558,0.046495431,287.4190133,39.04603519,37.18069333,6.367328867,50.986198,3.211692389,6.299140778,3.155636477,-106.3179687,-14.7954882,-2.535799247,163.7697572,1.704297204,2.447016155,1.126315924,179.3955978,177.4609455,0.09005703,60.78135453,2.410838292,28.60983309,31.58056242,0.000454728,69.65,57,12,1.004563807,0.456380722,25093.14448,1499.945333,1261.16878,0.84080983,0.191619659,6,0.5,0: Broadleaf,2,TRUE,1786464213,171.2241333,173.9184,31.5638,28.55990667,183.4506667,30.91588,471.121,101.6524,0.09999956,36.98332,37.18069333,999.9,0,0,4997.25,0,22.04503333,-2.694093333,176.8048,179.0314667,3.003891333,173.9184,28.55990667,3.20854,2.903185333,25.15163333,23.48282,1499.945333,0.973003333,0.02699622,0,2.954,0,19713.12,12843.43333,47.312,49.062,48.312,47.6082,47.312,1459.455333,40.49,0,1786464218,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-2.528868571,-3.609531429,0.559472645,0,3.03435381,-0.572107013,0.058969843,0,0,2,0/2,3.04372,2.75938,0.0473778,0.0458057,0.13684,0.123625,33394.9,24038.5,33213.9,25494.3,36659.3,30216.3,48566.8,39872.5,1.76057,2.55432,0.202507,0,33.9231,999.9,58.412,37.474,37.1732,29.2292,-100,3,0.617442,0,20.2463,5.20351,11.9611,4.9692,3.29433,149,9999,7167.5,9999,4.97377,1.87309,1.87103,1.8724,1.8729,1.87365,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,12.5,12.5,0.153809,4.99756,2.64526,2.69409,2.8479,2.24854,39.8932,15.0777,2,402.523,1182.23,35.196,35.1796,30.0002,35.0924,34.9954,-1,40,10,-999.9,400,20,100.884,93.5436
46,1786464341,5947,20260812 00:05:41,00:05:41,15,,1786464333,0.002246174,2.246173806,0.976063129,168.445568,137.3755441,13.97756987,17.1388562,0.069563545,1.391923955,0.06768828,0.04246945,287.4339267,39.11772943,37.26156667,6.395453321,50.47542217,3.177908706,6.295952702,3.217544616,-99.05626483,-21.57590455,-3.695259273,163.106498,0.92080052,2.29817824,0.976063129,174.6808358,173.6939576,-0.057005354,60.78135453,2.246173806,28.46675214,31.23028,7.4744E-05,69.65,57,12,1.004555966,0.455596587,25136.13652,1500.020667,1261.23236,0.840809989,0.191619978,6,0.5,0: Broadleaf,2,TRUE,1786464333,168.4688667,170.1249333,31.23339333,28.41868667,180.6956,30.58546,472.3708,101.6471333,0.10001504,36.97404667,37.26156667,999.9,0,0,5004.75,0,23.97941333,-1.655975333,173.9006,175.1011333,2.814696667,170.1249333,28.41868667,3.174787333,2.888681333,24.97419333,23.39978667,1500.020667,0.973001333,0.026998313,0,2.390666667,0,19700.97333,12844.06667,47.30786667,49.0998,48.312,47.50826667,47.312,1459.520667,40.5,0,1786464338,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-1.867665238,3.508459481,0.422711736,0,2.848584286,-0.706281818,0.072445064,0,0,2,0/2,3.04516,2.75968,0.0465259,0.0446625,0.135645,0.123486,33423.1,24067.1,33212.5,25494.2,36710,30220.5,48565.4,39871.9,1.76338,2.55263,0.198819,0,34.035,999.9,58.082,37.494,37.0081,29.1092,-100,3,0.619029,0,20.2463,5.20441,11.9589,4.9693,3.29448,149.1,9999,7167.5,9999,4.9738,1.87304,1.87101,1.87241,1.87287,1.87363,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,14.5,14.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.26807,39.8932,15.0514,2,404.207,1180.2,35.2112,35.1989,30.0001,35.1117,35.0146,-1,40,10,-999.9,400,20,100.88,93.5427
47,1786464461,6067,20260812 00:07:41,00:07:41,15,,1786464453,0.002076527,2.076527138,1.137680979,170.8964129,133.4831513,13.58070892,17.38717145,0.063516978,1.390743722,0.061948297,0.038855399,287.42202,39.14160374,37.25177333,6.39204187,50.06785148,3.141433029,6.274351577,3.250608841,-91.5748468,-25.54242886,-4.376770151,165.9279742,2.153242934,2.088444623,1.137680979,180.7797554,177.8338121,0.285122101,60.78135453,2.076527138,28.30805635,30.87511212,-4.24706E-05,69.65,57,12,1.00456113,0.45611299,25107.80692,1499.958,1261.17972,0.840810023,0.191620045,6,0.5,0: Broadleaf,2,TRUE,1786464453,170.9236,174.1128667,30.87676667,28.30732667,183.1498,30.22884,470.4086,101.6410667,0.09993046,36.91110667,37.25177333,999.9,0,0,4999.25,0,17.59252,-3.189536,176.3691333,179.1852,2.569452,174.1128667,28.30732667,3.138352667,2.87719,24.78076,23.33376,1499.958,0.972998067,0.02700164,0,2.008666667,0,19652.94,12843.52667,47.187,48.9412,48.187,47.437,47.187,1459.458,40.5,0,1786464458,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-2.862727619,-8.528810649,0.999860248,0,2.578544286,-0.143704675,0.017785999,0,0,2,0/2,3.04248,2.75924,0.0475209,0.0460055,0.134438,0.122792,33390.8,24035.7,33214.8,25496.6,36763.6,30247.5,48568.6,39875.6,1.75802,2.55515,0.215694,0,33.8028,999.9,57.728,37.484,36.7646,28.7792,-100,3,0.616547,0,20.2461,5.20082,11.958,4.96925,3.29463,149.1,9999,7167.5,9999,4.97378,1.87308,1.87103,1.87241,1.87292,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,16.5,16.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.28882,39.868,15.0251,2,401.162,1183.56,35.122,35.1763,30,35.1021,35.005,-1,40,10,-999.9,400,20,100.887,93.5514
48,1786464581,6187,20260812 00:09:41,00:09:41,15,,1786464573,0.00178186,1.781860409,0.862617034,169.8366657,134.9877933,13.7334196,17.2788823,0.05301622,1.391426743,0.051919038,0.032546085,287.4263877,39.33621339,37.43487333,6.456085701,49.73847555,3.12890985,6.29072326,3.327175851,-78.58004403,-35.71044961,-6.122920003,167.0129741,0.236965637,1.824037437,0.862617034,175.50219,174.6638242,-0.058383578,60.78135453,1.781860409,28.5390137,30.75046424,-2.04181E-05,69.65,57,12,1.004558261,0.455826139,25123.53549,1499.978667,1261.197301,0.840810159,0.191620317,6,0.5,0: Broadleaf,2,TRUE,1786464573,169.8572667,170.556,30.75451333,28.50144667,182.0840667,30.10658667,468.6048667,101.6381333,0.1000999,36.95882667,37.43487333,999.9,0,0,5002.75,0,19.77195333,-0.698718027,175.2468667,175.5598667,2.253086,170.556,28.50144667,3.125832,2.896832,24.71382,23.44649333,1499.978667,0.972995667,0.02700412,0,3.431666667,0,19548.62,12843.7,47.17873333,48.937,48.125,47.437,47.16633333,1459.470667,40.50733333,0,1786464578,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.497626724,-5.448198826,0.70281409,0,2.273086667,-0.44656987,0.045790962,0,0,2,0/2,3.04172,2.75954,0.0467749,0.0449682,0.134026,0.123547,33422.9,24064.3,33220.6,25499,36785.6,30224.3,48576.6,39879.5,1.75725,2.55585,0.2224,0,33.8546,999.9,58.155,37.494,37.0604,29.3492,-100,3,0.610292,0,20.2463,5.20486,11.9577,4.9695,3.2945,149.1,9999,7167.5,9999,4.97375,1.87305,1.87102,1.87241,1.87289,1.87364,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,18.5,18.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.27417,39.8428,15.0164,2,400.452,1183.74,35.1244,35.1216,29.9998,35.0563,34.9621,-1,40,10,-999.9,400,20,100.904,93.5604
49,1786464701,6307,20260812 00:11:41,00:11:41,15,,1786464693,0.001480424,1.480424299,0.794845359,171.1367952,133.7762459,13.60978168,17.41067261,0.044368834,1.389617527,0.04359659,0.027316132,287.4346955,39.21923734,37.20164667,6.374605259,49.70241215,3.080475746,6.197839528,3.294129512,-65.28671159,-38.58228597,-6.607763599,176.9579343,0.749286422,1.539764683,0.794845359,177.7847034,176.5596909,0.034968863,60.78135453,1.480424299,28.44397323,30.27933152,0.000119363,69.65,57,12,1.004563636,0.456363636,25094.07972,1500.021333,1261.233241,0.840810203,0.191620405,6,0.5,0: Broadleaf,2,TRUE,1786464693,171.1558,172.4468,30.27928667,28.37858,183.3826,29.63136,469.135,101.6353333,0.10008006,36.68664667,37.20164667,999.9,0,0,4994,0,21.97282667,-1.290848467,176.5002667,177.4836,1.900694667,172.4468,28.37858,3.077444,2.884265333,24.45297333,23.37442667,1500.021333,0.972991,0.02700896,0,1.909,0,19406.4,12844.04,47,48.7872,48,47.14153333,47,1459.509333,40.51066667,0,1786464698,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-1.324003667,-0.845842987,0.288962573,0,1.902928571,-0.230703896,0.046201737,0,0,2,0/2,3.04279,2.75989,0.0472175,0.0453114,0.132453,0.122931,33415.8,24061.6,33228.4,25504.8,36858.3,30252.4,48587.3,39888.2,1.76015,2.5585,0.229962,0,33.4901,999.9,57.887,37.494,36.8897,29.2892,-100,3,0.600742,0,20.2462,5.20516,11.9572,4.9675,3.29453,149.2,9999,7167.5,9999,4.97374,1.87303,1.87102,1.87241,1.87289,1.87364,1.87332,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,20.5,20.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.27173,39.7925,14.9989,2,401.559,1186.03,34.9841,35.0189,29.9997,34.9738,34.8874,-1,40,10,-999.9,400,20,100.927,93.5812
50,1786464821,6427,20260812 00:13:41,00:13:41,15,,1786464813,0.001319599,1.319598722,0.798005433,176.2055599,134.4699973,13.68046432,17.92648119,0.038962873,1.39134728,0.038366713,0.024031998,287.4285133,39.25158377,37.23124667,6.384896649,49.30132515,3.047963834,6.182316246,3.336932815,-58.19430363,-44.28859005,-7.575025699,177.3705939,1.242652069,1.388677196,0.798005433,182.9976829,181.9449333,-0.000980757,60.78135453,1.319598722,28.31051455,29.95889576,8.65069E-05,69.65,56,12,1.004473711,0.447371055,25147.1467,1499.995333,1261.21078,0.840809803,0.191619605,6,0.5,0: Broadleaf,2,TRUE,1786464813,176.2246,178.1334,29.95948667,28.23224667,188.4511333,29.31156,465.7910667,101.6361333,0.100050207,36.64081333,37.23124667,999.9,0,0,5002.458,0,21.85482,-1.908875333,181.6672667,183.3086,1.727254667,178.1334,28.23224667,3.044964667,2.869411333,24.27584,23.28888667,1499.995333,0.973007667,0.026991847,0,2.080666667,0,19234.21333,12843.89333,46.875,48.625,47.8708,47.125,46.8456,1459.505333,40.49,0,1786464818,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-2.660389048,13.57857016,1.551948432,0,1.734218095,-0.42458961,0.064427858,0,0,2,0/2,3.03894,2.75925,0.0484572,0.0462793,0.1314,0.122951,33379.7,24040.7,33235.3,25507.9,36908.2,30255.6,48596.6,39892.9,1.75305,2.56457,0.242416,0,33.3391,999.9,57.795,37.484,36.8098,28.8092,-100,3,0.592104,0,20.2463,5.20426,11.9565,4.9694,3.29443,149.2,9999,7167.5,9999,4.97378,1.87304,1.87102,1.87241,1.8729,1.87365,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,22.5,22.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.23877,39.7673,14.9901,2,397.09,1192.99,34.8519,34.9208,29.9997,34.8861,34.8027,-1,40,10,-999.9,400,20,100.947,93.5924
51,1786464941,6547,20260812 00:15:41,00:15:41,15,,1786464933,0.001313221,1.313220862,0.632277831,174.0852105,138.4566546,14.08567792,17.71029505,0.03809894,1.392949343,0.037529361,0.023506316,287.4199,39.2068875,37.25721333,6.393936668,48.62068,2.99842422,6.166973026,3.395512447,-57.91303999,-49.69898611,-8.489835194,171.3180387,0.893270506,1.421597217,0.632277831,181.0511055,179.7866182,0.083183803,60.78135453,1.313220862,27.72301485,29.4091497,-0.007858312,69.65,56,12,1.004464876,0.446487559,25196.68553,1499.95,1261.1727,0.840809827,0.191619654,6,0.5,0: Broadleaf,2,TRUE,1786464933,174.1002667,175.5628,29.47332667,27.70642667,186.327,28.8254,466.369,101.6335333,0.099951127,36.59541333,37.25721333,999.9,0,0,5010.459333,0,21.84725333,-1.462349333,179.3874667,180.5655333,1.766912,175.5628,27.70642667,2.995478,2.815900667,24.00278667,22.97759333,1499.95,0.973004,0.026995647,0,2.362,0,19011.2,12843.48,46.78306667,48.5248,47.75,46.9958,46.78306667,1459.46,40.49,0,1786464938,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-1.544811429,0.802712727,0.293962275,0,1.774978571,-0.366854026,0.055175492,0,0,2,0/2,3.03913,2.75941,0.0480012,0.0459496,0.129515,0.121076,33404.4,24056.9,33243.4,25515.9,36994.7,30329.3,48607.4,39904.2,1.75513,2.56352,0.243999,0,33.3194,999.9,56.947,37.484,36.2717,29.0192,-100,3,0.581791,0,20.2465,5.20456,11.9565,4.9695,3.29443,149.2,9999,7167.5,9999,4.9738,1.87303,1.87101,1.87239,1.8729,1.87365,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,24.5,24.5,0.152588,4.99756,2.64526,2.69409,2.8479,2.27783,39.7171,14.9726,2,397.611,1189.57,34.8039,34.8134,29.9996,34.7836,34.7025,-1,40,10,-999.9,400,20,100.97,93.6199
52,1786465061,6667,20260812 00:17:41,00:17:41,15,,1786465053,0.00112414,1.124140355,0.543914056,172.0704063,136.5199526,13.88885162,17.50557553,0.032646392,1.389969015,0.032226324,0.020178744,287.429951,39.25260771,37.25948667,6.394728633,48.95362981,3.009971834,6.148618287,3.384756799,-49.57458966,-53.84252201,-9.215051404,174.7977879,0.957500729,1.156772081,0.543914056,179.7628689,178.0307515,0.194924055,60.78135453,1.124140355,28.01901132,29.50960424,-0.013404565,69.65,56,12,1.004479293,0.447929321,25115.94474,1500.002667,1261.216962,0.840809813,0.191619627,6,0.5,0: Broadleaf,2,TRUE,1786465053,172.0834,173.5738667,29.58640667,28.14108667,184.3098667,28.93848667,463.865,101.6348667,0.100091153,36.54097333,37.25948667,999.9,0,0,4995.749333,0,25.01880667,-1.490489787,177.3298,178.5998,1.445319333,173.5738667,28.14108667,3.007008667,2.860115333,24.06676667,23.23504,1500.002667,0.973003667,0.026996007,0,2.315666667,0,18765.85333,12843.94667,46.687,48.4916,47.687,46.937,46.687,1459.509333,40.49066667,0,1786465058,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-1.357389133,-6.259109283,0.951491165,0,1.38511,1.164302338,0.132008891,0,0,2,0/2,3.03754,2.75958,0.0476335,0.046011,0.129881,0.122092,33426.5,24058.5,33252.1,25518.7,36984.6,30297.9,48619.2,39909,1.75252,2.56733,0.255983,0,33.143,999.9,57.643,37.454,36.6544,29.1692,-100,3,0.571352,0,20.2464,5.20321,11.9562,4.9693,3.29433,149.3,9999,7167.5,9999,4.97377,1.87302,1.871,1.87239,1.87289,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,26.5,26.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.25464,39.6669,14.9288,2,395.536,1192.93,34.7243,34.7018,29.9996,34.6777,34.5988,-1,40,10,-999.9,400,20,100.996,93.6308
