obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccH2O_des,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
37,1784735222,4325,20260722 23:47:02,23:47:02,15,,1784735214,0.002108268,2.108268417,2.993490869,420.9191434,305.6406225,30.91216779,42.57131489,0.05312833,1.385731896,0.052022128,0.0326113,287.4265978,37.03559936,35.29195333,5.740334981,32.105732,1.794214189,5.588454388,3.946120792,-92.97463717,-36.18835077,-6.101879827,152.1617301,6.520261291,2.032265895,2.993490869,436.6446672,431.5117333,0.156458376,60.8378999,2.108268417,14.88601023,17.77799273,0.001281886,69.65,42,10,1.00334996,0.334996028,25158.92416,1499.984,1261.201379,0.840809888,0.191619776,6,0.5,0: Broadleaf,2,TRUE,1784735214,420.9905333,431.2901333,17.74009333,14.95383333,434.6949333,18.06102667,428.4082667,101.0389333,0.10000406,34.80755333,35.29195333,999.9,0,0,5004.29,0,36.80386,-10.29945267,428.5941333,437.8373333,2.786253333,431.2901333,14.95383333,1.792441333,1.510923333,15.72097333,13.07904,1499.984,0.973005933,0.026993753,0,1.98082,0,13946.91333,12843.77333,44.79546667,46.5746,45.75,45.17046667,44.8582,1459.491333,40.494,0,1784735219,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-11.43758524,29.19311377,4.439755044,0,2.773400952,0.566381299,0.090931082,0,0,2,0/2,3.0029,2.75951,0.0970884,0.0963501,0.0903643,0.0781564,31892.5,22970.3,33450.4,25708.9,38914.4,32082,48885.3,40185.3,1.73975,2.62245,0.218034,0,31.7778,999.9,52.136,35.621,30.1634,29.1373,-100,3,0.346192,0,20.2433,5.19932,11.956,4.9694,3.29402,122.6,9999,9999,7159.6,4.97373,1.87302,1.87088,1.87241,1.87286,1.87366,1.8733,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.727,-0.3137,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,76.3,76.2,0.155029,4.99756,2.64526,2.74292,2.8479,2.24121,38.6241,15.5943,2,372.284,1216.4,32.8415,32.041,30.0001,31.9401,31.8553,-1,40,10,-999.9,400,20,101.568,94.2984
38,1784735342,4445,20260722 23:49:02,23:49:02,15,,1784735334,0.001938378,1.938378296,5.837460007,435.1938687,220.5878737,22.31041838,44.01582518,0.049072588,1.384323684,0.04812627,0.030162422,287.4291467,37.18155269,35.39692,5.773715405,33.06288928,1.853681661,5.606532585,3.920033744,-85.48248286,-39.63786891,-6.695636906,155.613158,6.981387297,2.084637999,5.837460007,462.2279706,446.9591152,1.242292502,60.8378999,1.938378296,15.59811205,18.28571515,-0.003391666,69.65,42,10,1.003356011,0.335601119,25113.71393,1499.998667,1261.21358,0.840809801,0.191619601,6,0.5,0: Broadleaf,2,TRUE,1784735334,435.3333333,446.3522667,18.32774667,15.47064667,449.1542667,18.53817333,428.2927333,101.0407333,0.099995773,34.86580667,35.39692,999.9,0,0,4997.251333,0,36.4863,-11.01901467,443.461,453.368,2.857098667,446.3522667,15.47064667,1.851847333,1.563164,16.23138667,13.59961333,1499.998667,0.973008333,0.02699134,0,1.9858,0,13923.37333,12843.90667,44.875,46.6912,45.812,45.31206667,44.9412,1459.508667,40.49,0,1784735339,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-7.212092952,-103.1687459,11.89029741,0,2.879438095,-1.060154805,0.166585168,0,0,2,0/2,3.00296,2.75948,0.100034,0.103299,0.0920851,0.0817853,31783.2,22789.3,33445,25704,38832.6,31948.7,48879,40178.8,1.73937,2.62293,0.217304,0,31.8941,999.9,53.589,35.661,31.0699,28.8073,-100,3,0.351044,0,20.2437,5.20321,11.956,4.96865,3.294,122.6,9999,9999,7159.6,4.97375,1.87302,1.87088,1.87241,1.87286,1.87366,1.8733,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.87,-0.2126,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,78.3,78.2,0.155029,4.99756,2.64526,2.74414,2.8479,2.23511,38.6241,15.603,2,372.341,1217.91,32.8961,32.0886,30.0002,31.9823,31.8964,-1,40,10,-999.9,400,20,101.554,94.2821
39,1784735918,5021.1,20260722 23:58:38,23:58:38,15,,1784735910,0.003331665,3.331665432,1.589426507,445.7670516,396.363986,40.0874079,45.08392855,0.100235745,1.385603896,0.096374578,0.060568629,287.4341563,36.21673068,34.43329375,5.473511467,38.14863465,2.108229573,5.526356558,3.365281894,-146.9264455,12.91621397,2.166837799,155.5907625,13.04355218,3.248524586,1.589426507,470.0861994,465.4897818,0.419297805,60.79053002,3.331665432,16.14253168,20.79040303,-0.014831193,69.65,52,12,1.004148755,0.414875518,25171.76019,1500.021875,1261.233375,0.840809988,0.191619976,6,0.5,0: Broadleaf,2,TRUE,1784735910,445.8049375,465.954375,20.84510625,16.4247125,459.20525,20.7787,429.92375,101.037875,0.099991494,34.6062,34.43329375,999.9,0,0,5003.710625,0,47.9232875,-20.14948525,455.295625,473.73625,4.420401875,465.954375,16.4247125,2.106145625,1.659516875,18.26570625,14.52114375,1500.021875,0.973003,0.0269967,0,2.01365,0,18576.63125,12844.08125,45.125,46.9685,46.1053125,45.5465,45.187,1459.521875,40.5,0,1784735915,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-23.8857712,92.23809023,12.90197233,0,4.252322,3.423964511,0.334585562,0,0,2,0/2,3.00411,2.75946,0.102057,0.100858,0.100507,0.0817876,31694.4,22840.8,33427.5,25693.3,38437.4,31934,48856.9,40164,1.718,2.61733,0.183612,0,31.4725,999.9,54.487,35.812,31.8548,29.44,-100,3,0.370577,0,20.2431,5.20441,11.956,4.96925,3.294,122.8,9999,9999,7159.6,4.97375,1.87302,1.87088,1.87241,1.87287,1.8737,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.468,0.0486,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,2.8,2.6,0.153809,4.99756,2.64526,2.74414,2.8479,2.26074,38.6979,15.5155,2,362.759,1214.54,32.9506,32.3254,30.0003,32.215,32.1215,-1,40,10,-999.9,400,20,101.505,94.2456
40,1784736038,5141.1,20260723 00:00:38,00:00:38,15,,1784736030,0.003393236,3.393236104,3.530765721,411.6397062,331.670752,33.54469046,41.63263249,0.09913058,1.384943086,0.095350633,0.05992175,287.4142933,36.19862382,34.42668,5.47149887,36.26118753,2.005328139,5.530232946,3.466170731,-149.6417122,14.34664079,2.408026774,154.5272487,3.335425845,3.492692689,3.530765721,425.2069989,419.9938061,0.038763217,60.79053002,3.393236104,15.15915593,19.79799879,-0.000392371,69.65,51,12,1.004071899,0.407189897,25151.73742,1499.917333,1261.14556,0.840810045,0.191620089,6,0.5,0: Broadleaf,2,TRUE,1784736030,411.7239333,418.359,19.82754,15.0752,424.8475333,19.97602667,430.4334667,101.0385333,0.099991127,34.61882667,34.42668,999.9,0,0,5000.416667,0,48.78562667,-6.635038667,420.0525333,424.7624667,4.752357333,418.359,15.0752,2.003346667,1.523174,17.47076667,13.20264,1499.917333,0.972999333,0.027000447,0,2.109446667,0,18300.99333,12843.17333,45.0746,46.90393333,46.062,45.5496,45.15393333,1459.417333,40.5,0,1784736035,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-5.728754286,-16.67207455,1.755793679,0,4.824397619,-1.469213766,0.148642969,0,0,2,0/2,3.00462,2.75955,0.0949006,0.095,0.0975929,0.0790959,31943.3,22988.1,33424.1,25691.9,38563.7,32025.9,48852.3,40161.6,1.7208,2.61507,0.181571,0,31.4941,999.9,52.545,35.842,30.7719,29.17,-100,3,0.374111,0,20.2435,5.20501,11.956,4.96925,3.294,122.8,9999,9999,7159.6,4.97375,1.87302,1.87088,1.87241,1.87286,1.87367,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.124,-0.1534,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,4.8,4.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.21313,38.6733,15.4629,2,364.411,1212.18,32.9313,32.368,30.0003,32.2548,32.1633,-1,40,10,-999.9,400,20,101.495,94.2401
41,1784736158,5261.1,20260723 00:02:38,00:02:38,15,,1784736150,0.003436044,3.436044393,4.193766853,427.9437787,339.0084123,34.28430388,43.27843799,0.102640003,1.384742572,0.098592996,0.061970934,287.4241733,36.24789485,34.4721,5.485333373,37.69606808,2.09288649,5.552002097,3.392446883,-151.5295577,16.23679984,2.727222172,154.8586376,5.102690444,3.472738621,4.193766853,450.0606418,439.7430606,0.786563131,60.79053002,3.436044393,16.16810612,20.77173697,0.012962907,69.65,51,12,1.004073729,0.407372852,25140.48735,1499.969333,1261.18924,0.840810017,0.191620033,6,0.5,0: Broadleaf,2,TRUE,1784736150,428.0438667,437.1925333,20.69478,15.97762,441.3006667,20.66064667,430.7822667,101.0311333,0.099996847,34.68959333,34.4721,999.9,0,0,4999.793333,0,52.44900667,-9.148857333,437.0892,444.2920667,4.717155333,437.1925333,15.97762,2.090813333,1.614234,18.14934,14.09474667,1499.969333,0.973000333,0.02699942,0,2.022893333,0,18080.04667,12843.63333,45.0662,46.92873333,46.062,45.55786667,45.17046667,1459.469333,40.5,0,1784736155,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-7.380850857,-50.22219943,6.001824633,0,4.744918095,-0.842133506,0.115412276,0,0,2,0/2,3.0052,2.7595,0.0981614,0.0991962,0.10059,0.082698,31825.6,22879.1,33421.4,25689.2,38427.3,31896.1,48849,40158.3,1.72285,2.61453,0.18017,0,31.583,999.9,54.059,35.852,31.6808,29.26,-100,3,0.377055,0,20.2435,5.20381,11.956,4.9691,3.29402,122.9,9999,9999,7159.6,4.97376,1.87302,1.8709,1.87241,1.87286,1.87368,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.281,0.0567,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,6.8,6.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.26685,38.6487,15.4629,2,365.7,1212.27,32.9505,32.4063,30.0003,32.2969,32.2058,-1,40,10,-999.9,400,20,101.488,94.2315
42,1784736278,5381.1,20260723 00:04:38,00:04:38,15,,1784736270,0.003744587,3.74458698,3.726147751,431.4739596,355.809596,35.98280173,43.63469145,0.114263232,1.385677838,0.109274914,0.068726853,287.43152,36.1176018,34.46984667,5.484646313,38.66779033,2.149997683,5.560177255,3.33464863,-165.1362858,18.39677045,3.088302554,143.7803072,2.398933323,3.81124965,3.726147751,444.9081718,439.859303,-0.040088216,60.79053002,3.74458698,16.03634419,21.19423091,-0.008696398,69.65,50,12,1.003989592,0.398959156,25165.22249,1500.008,1261.22172,0.840809996,0.191619991,6,0.5,0: Broadleaf,2,TRUE,1784736270,431.5628,437.1788667,21.25987333,16.08805333,444.8482,21.10346667,430.9985333,101.0293333,0.10004072,34.71610667,34.46984667,999.9,0,0,5004.498667,0,61.02252667,-5.615995353,440.9371333,444.3271333,5.171826,437.1788667,16.08805333,2.147872,1.625365333,18.57869333,14.20136,1500.008,0.973001,0.026998747,0,1.997686667,0,17886.24,12843.96,45.187,47.062,46.14153333,45.67053333,45.25,1459.508,40.5,0,1784736275,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-2.096605729,-57.63109004,6.22356691,0,5.274168571,-1.357943377,0.172319397,0,0,2,0/2,3.00563,2.75956,0.0980716,0.0983796,0.101703,0.0821424,31821.3,22895.1,33413.9,25684.3,38370.4,31909.2,48839.5,40151.2,1.72458,2.6151,0.180908,0,31.5509,999.9,54.413,35.883,31.9414,29.23,-100,3,0.384098,0,20.2434,5.20217,11.956,4.969,3.29402,122.9,9999,9999,7159.6,4.97377,1.87303,1.8709,1.87241,1.87286,1.87366,1.87331,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.278,0.1388,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,8.8,8.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.28394,38.6733,15.4629,2,366.989,1214.47,32.9858,32.4829,30.0003,32.3671,32.2733,-1,40,10,-999.9,400,20,101.467,94.2144
43,1784736398,5501.1,20260723 00:06:38,00:06:38,15,,1784736390,0.003659567,3.659566753,6.93368172,432.8660213,308.0361359,31.1507824,43.77445911,0.110264776,1.383536011,0.105604949,0.06640535,287.4222733,36.27150856,34.59379333,5.522550011,38.45396368,2.151117073,5.594006098,3.371432938,-161.3868938,17.27982981,2.908596737,146.2238061,18.82481584,3.613315866,6.93368172,479.6585151,456.7923818,2.358202645,60.79053002,3.659566753,16.46198614,21.3566103,0.011915788,69.65,49,11,1.003920478,0.392047831,25094.94992,1499.959333,1261.18084,0.840810022,0.191620044,6,0.5,0: Broadleaf,2,TRUE,1784736390,433.0318,461.2268,21.27143333,16.38304,446.3287333,21.11248,432.3316,101.0270667,0.099972553,34.82546,34.59379333,999.9,0,0,4994.040667,0,55.44216,-28.19502,442.4434,468.9104,4.888402,461.2268,16.38304,2.148988,1.655127333,18.587,14.4816,1499.959333,0.973000333,0.02699942,0,2.11974,0,17705.59333,12843.55333,45.1912,47.0914,46.187,45.6622,45.25,1459.459333,40.5,0,1784736395,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-22.09131762,-112.9679018,12.31370544,0,4.915962381,-0.543400519,0.068604561,0,0,2,0/2,3.00629,2.75943,0.101466,0.105113,0.102286,0.0844399,31700.2,22723.2,33412.6,25683.3,38343.8,31827.8,48837.6,40150.1,1.72625,2.6123,0.177339,0,31.7342,999.9,54.944,35.913,32.307,28.69,-100,3,0.38562,0,20.2438,5.20471,11.956,4.96935,3.294,122.9,9999,9999,7159.6,4.97374,1.87302,1.87088,1.87241,1.8729,1.87368,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.443,0.1829,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,10.8,10.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.27051,38.6733,15.4454,2,368.092,1211.36,33.0358,32.5213,30.0002,32.4091,32.3172,-1,40,10,-999.9,400,20,101.463,94.2115
44,1784736518,5621.1,20260723 00:08:38,00:08:38,15,,1784736510,0.003778763,3.778762553,3.635549396,421.3601549,347.0895482,35.10136769,42.6123973,0.113873352,1.384398288,0.108913859,0.068498752,287.44368,36.23580963,34.61004667,5.527537235,38.4167886,2.152036516,5.60181263,3.375500719,-166.6434286,17.95485687,3.02094679,141.7760551,0.260299207,3.966059599,3.635549396,430.0962006,427.1069394,-0.384406697,60.79053002,3.778762553,15.85495863,21.12305939,-0.02265579,69.65,49,11,1.003916947,0.391694653,25117.48885,1500.072,1261.27548,0.840809961,0.191619922,6,0.5,0: Broadleaf,2,TRUE,1784736510,421.447,424.1218,21.27978,15.92373333,434.6501333,21.11896667,433.1017333,101.0305333,0.10004772,34.85061333,34.61004667,999.9,0,0,4998.124,0,33.08187333,-2.67490462,430.6104667,430.9849333,5.356031333,424.1218,15.92373333,2.149905333,1.608784,18.59368667,14.04298667,1500.072,0.973002,0.026997713,0,2.064206667,0,17568.94667,12844.51333,45.25,47.062,46.229,45.69126667,45.312,1459.572,40.5,0,1784736515,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-2.838092824,-4.481183478,1.678520428,0,5.318516667,0.369352208,0.089505407,0,0,2,0/2,3.00748,2.75939,0.0959111,0.0957807,0.101493,0.0817616,31895,22960.4,33411.5,25683.9,38377.3,31921.5,48836.3,40151,1.72915,2.6124,0.172205,0,31.8088,999.9,54.145,35.923,31.8536,28.99,-100,3,0.386883,0,20.2434,5.20501,11.956,4.96945,3.29402,123,9999,9999,7159.6,4.97374,1.87302,1.87088,1.87241,1.87287,1.87365,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.174,0.1247,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,12.8,12.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.21313,38.6979,15.4104,2,369.735,1212.03,33.0854,32.5405,30.0001,32.4349,32.3429,-1,40,10,-999.9,400,20,101.46,94.2134
45,1784736638,5741.1,20260723 00:10:38,00:10:38,15,,1784736630,0.003769664,3.76966389,3.568242179,421.6923675,349.0673448,35.30268926,42.64757169,0.114974093,1.384402743,0.109920559,0.069135878,287.43646,36.22301795,34.57782,5.517652515,38.97705698,2.181323715,5.596430013,3.3363288,-166.2421775,19.06599472,3.207113092,143.4673903,0.346906971,3.830093429,3.568242179,429.8708453,427.5454727,-0.48831045,60.79053002,3.76966389,16.26230218,21.47750303,-0.015088835,69.65,49,11,1.003916728,0.391672815,25118.88382,1500.034,1261.24356,0.840809982,0.191619963,6,0.5,0: Broadleaf,2,TRUE,1784736630,421.7776,424.4991333,21.56858,16.38845333,434.9836,21.34429333,432.3300667,101.0343333,0.099988687,34.83327333,34.57782,999.9,0,0,4997.958,0,66.02558667,-2.721630667,431.0754667,431.5723333,5.180111333,424.4991333,16.38845333,2.179166667,1.655798,18.80994,14.48781333,1500.034,0.973000667,0.026999073,0,2.059213333,0,17436.64667,12844.18667,45.25,47.125,46.25,45.625,45.312,1459.534,40.5,0,1784736635,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-3.271282381,5.618481818,1.185594902,0,5.125338095,1.059456623,0.109887365,0,0,2,0/2,3.00661,2.7595,0.0959528,0.0952333,0.102524,0.0827869,31893.1,22973.1,33411.1,25682.5,38330.9,31883.6,48836.1,40149.2,1.7278,2.61285,0.183336,0,31.6106,999.9,54.682,35.943,32.2016,29.32,-100,3,0.387848,0,20.2435,5.20486,11.956,4.96945,3.294,123,9999,9999,7159.6,4.97377,1.87302,1.87088,1.87241,1.87286,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.175,0.2008,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,14.8,14.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.2583,38.6487,15.3754,2,369.107,1212.97,33.0939,32.5462,30.0003,32.4464,32.3571,-1,40,10,-999.9,400,20,101.459,94.209
46,1784736758,5861.1,20260723 00:12:38,00:12:38,15,,1784736750,0.003691251,3.69125074,5.704615428,440.3098042,334.4761756,33.82622707,44.52938806,0.111996399,1.385442316,0.107198797,0.067413167,287.42886,36.32571083,34.65924667,5.542657789,39.05551537,2.193503401,5.61637295,3.349154388,-162.7841576,17.79162634,2.992627486,145.4289562,0.742324309,3.916767516,5.704615428,451.6474987,444.6797636,-0.192983735,60.79053002,3.69125074,16.39932983,21.5375903,-0.021047807,69.65,49,11,1.003912871,0.391287117,25143.54729,1499.994,1261.20996,0.840810003,0.191620006,6,0.5,0: Broadleaf,2,TRUE,1784736750,440.4459333,443.861,21.68952,16.40103333,453.8030667,21.43840667,433.0027333,101.0319333,0.1000143,34.89744667,34.65924667,999.9,0,0,5003.207333,0,69.83346,-3.4152396,450.2112667,451.2632,5.288494667,443.861,16.40103333,2.191335333,1.657029333,18.89895333,14.49937333,1499.994,0.973,0.02699976,0,2.030546667,0,17346.17333,12843.83333,45.30373333,47.187,46.25826667,45.7624,45.3372,1459.494,40.5,0,1784736755,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-2.376894476,-72.56700623,12.84993803,0,5.230600476,0.330615584,0.158716033,0,0,2,0/2,3.00724,2.75947,0.0992295,0.10375,0.10275,0.0842379,31778.6,22757.7,33412.2,25683.3,38322.7,31835,48837.5,40150.8,1.72948,2.61147,0.178173,0,31.7835,999.9,55.347,35.953,32.6147,29.08,-100,3,0.386613,0,20.2434,5.20366,11.956,4.9691,3.294,123,9999,9999,7159.6,4.97374,1.87303,1.8709,1.87241,1.87289,1.87369,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.334,0.2181,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,16.8,16.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.24121,38.6733,15.3841,2,370.003,1211.16,33.126,32.552,29.9999,32.4522,32.3651,-1,40,10,-999.9,400,20,101.462,94.2124
47,1784736878,5981.1,20260723 00:14:38,00:14:38,15,,1784736870,0.003751912,3.751912276,3.483717161,440.5542868,367.0623423,37.12009131,44.55214679,0.113047942,1.382889773,0.108153341,0.068017938,287.4343067,36.31901057,34.71242667,5.559041933,38.86063787,2.185187629,5.623138858,3.373854305,-165.4593314,15.41386406,2.598411567,139.9872509,-4.884637197,3.814292598,3.483717161,439.1294408,440.7964848,-1.187310872,60.79053002,3.751912276,16.33496091,21.51195212,-0.014082913,69.65,48,11,1.003844187,0.384418669,25068.7726,1500.022667,1261.23404,0.840809988,0.191619976,6,0.5,0: Broadleaf,2,TRUE,1784736870,440.6376667,436.2235333,21.60824667,16.45678,453.9964,21.37516667,432.9562,101.0274667,0.100017773,34.91917333,34.71242667,999.9,0,0,4990.832667,0,57.22405333,4.414242,450.3697333,443.5223333,5.151458,436.2235333,16.45678,2.183025333,1.662586667,18.83824,14.55117333,1500.022667,0.973000333,0.02699942,0,2.068486667,0,17226.17333,12844.09333,45.312,47.1954,46.312,45.7582,45.375,1459.522667,40.5,0,1784736875,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,6.683701429,-60.82370338,7.037718189,0,5.181687619,-0.177685714,0.075894093,0,0,2,0/2,3.00739,2.75942,0.0982117,0.0986889,0.102585,0.0831728,31814.2,22886.2,33412,25683.4,38330,31871.9,48837.6,40151,1.73025,2.61293,0.175729,0,31.8566,999.9,55.005,35.953,32.4169,29.2,-100,3,0.386435,0,20.2434,5.20321,11.956,4.9687,3.29402,123.1,9999,9999,7159.6,4.9738,1.87304,1.87089,1.87241,1.87288,1.87375,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.285,0.2063,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,18.8,18.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.27417,38.6487,15.3579,2,370.437,1213.37,33.1617,32.552,30,32.4579,32.3714,-1,40,10,-999.9,400,20,101.462,94.2129
