obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
39,1784649254,4531.1,20260721 23:54:14,23:54:14,15,,1784649246,0.001344065,1.344064567,2.741048003,446.5047823,290.2192147,29.33709388,45.13537372,0.033511782,1.384424066,0.033067565,0.020706648,287.4348133,37.52950441,35.58106,5.832681326,33.45624838,1.880698602,5.621367287,3.951982724,-59.2732474,-49.82571779,-8.425464858,169.9103833,4.769710726,1.288120307,2.741048003,465.4299007,458.1867091,0.637168637,60.83482513,1.344064567,16.95828522,18.67919515,0.011214394,69.65,38,9,1.003035285,0.303528549,25114.83086,1500.025333,1261.23628,0.840809986,0.191619973,6,0.5,0: Broadleaf,2,TRUE,1784649246,446.5702667,453.8068667,18.60494,16.89404,460.3828,18.79789333,441.9628,100.9859333,0.100047173,34.91348667,35.58106,999.9,0,0,5000.458667,0,81.15036,-7.236610667,455.0363333,461.6053333,1.710901333,453.8068667,16.89404,1.878834667,1.706058,16.45853333,14.95157333,1500.025333,0.972998333,0.02700172,0,2.11906,0,11896.73333,12844.12667,45.67046667,47.5,46.5998,46.312,45.687,1459.525333,40.5,0,1784649252,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-4.843011286,-42.29023332,4.806566469,0,1.739532381,-0.456483896,0.049235603,0,0,2,0/2,3.01636,2.75954,0.101193,0.101096,0.0931677,0.0855506,31695.9,22815.9,33400.1,25674.6,38734.4,31770.7,48813.2,40132.8,1.76445,2.60488,0.242576,0,31.6598,999.9,60.621,34.694,33.3346,28.7501,-100,3,0.417269,0,20.2445,5.20531,11.956,4.9699,3.294,7158.8,9999,9999,117.3,4.97375,1.87303,1.87088,1.87241,1.87288,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.84,-0.1766,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,74.7,74.8,0.155029,4.99756,2.64526,2.74414,2.8479,2.24731,38.062,15.2178,2,390.397,1208.35,33.026,32.8833,30.0001,32.7811,32.69,-1,40,10,-999.9,400,20,101.417,94.1742
40,1784649469,4746.1,20260721 23:57:49,23:57:49,15,,1784649461,0.000419378,0.419377982,-0.274165076,464.6086691,475.9323929,48.10885319,46.96421295,0.010912657,1.38419473,0.010865086,0.006794935,287.424175,37.64724719,34.67853125,5.548594289,32.44312845,1.788510506,5.512755988,3.760083783,-18.494569,-8.708236818,-1.463823609,258.7575456,-2.407864715,0.488016631,-0.274165076,468.4501788,470.6188121,-0.327174515,60.8075444,0.419377982,16.987072,17.61849273,-0.010977242,69.65,37,8,1.002952552,0.295255207,25137.06353,1499.9725,1261.1916,0.840809815,0.19161963,6,0.5,0: Broadleaf,2,TRUE,1784649461,464.602125,461.6326875,17.69341875,17.0406125,478.5586875,18.05914375,439.28375,100.983375,0.100001338,34.5618375,34.67853125,999.9,0,0,4999.453125,0,55.28970625,2.969321338,472.9706875,469.63575,0.6528035,461.6326875,17.0406125,1.786741875,1.720819375,15.6712375,15.0854375,1499.9725,0.973005938,0.02699395,0,1.988175,0,212.3654375,12843.6875,45.781,47.644375,46.6988125,46.402125,45.812,1459.4825,40.49,0,1784649467,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,2.28057921,7.495784291,1.67447442,0,0.64361481,0.208923351,0.033802675,0,0,2,0/2,3.01337,2.75943,0.103119,0.100612,0.0897074,0.085481,31624.9,22826.2,33397.2,25672.6,38885.8,31770.5,48809.4,40130.1,1.76068,2.60407,0.143722,0,32.38,999.9,60.67,34.835,33.6292,29.2501,-100,3,0.420696,0,20.244,5.20217,11.956,4.9679,3.294,7158.8,9999,9999,117.3,4.97376,1.87303,1.87089,1.87241,1.8729,1.87364,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.935,-0.3809,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,78.3,78.4,0.155029,4.99756,2.64526,2.74292,2.8479,2.23877,38.135,15.1915,2,388.702,1208.41,33.1423,32.929,30.0002,32.8348,32.7485,-1,40,10,-999.9,400,20,101.409,94.1674
41,1784649844,5121,20260722 00:04:04,00:04:04,15,,1784649836,0.003556826,3.556826079,3.614441069,436.0277883,356.5117421,36.03364902,44.07056047,0.104714747,1.38516518,0.100507312,0.063181005,287.4326063,36.62882811,35.0941,5.677871443,39.38724193,2.241154716,5.690052427,3.436716728,-156.8560301,2.892334532,0.488191488,133.9571022,6.435694053,3.546221453,3.614441069,454.5485491,448.5867152,0.173458497,60.81198056,3.556826079,17.511984,22.22021697,0.005614407,69.65,43,10,1.003435508,0.343550781,25118.68943,1500.016875,1261.228875,0.840809791,0.191619582,6,0.5,0: Broadleaf,2,TRUE,1784649836,436.114125,446.9708125,22.1736625,17.4608875,449.842375,21.619625,439.9251875,100.972875,0.099950281,35.13283125,35.0941,999.9,0,0,5004.765,0,62.5415125,-10.856695,446.0038125,454.9140625,4.712766875,446.9708125,17.4608875,2.238939375,1.7630775,19.24369375,15.46316875,1500.016875,0.973007438,0.026992225,0,2.058925,0,15927.825,12844.075,45.875,47.812,46.812,46.5659375,45.937,1459.526875,40.49,0,1784649842,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-10.52605333,1.842179221,1.987732446,0,4.752009048,-0.573596883,0.06554429,0,0,2,0/2,3.01329,2.75952,0.0993063,0.0995675,0.10384,0.0875844,31752,22848.5,33389.4,25668.1,38250.1,31691,48801.1,40124.7,1.74743,2.6015,0.194535,0,31.9793,999.9,60.56,35.157,34.1721,29.0401,-100,3,0.426939,0,20.2439,5.20037,11.956,4.9697,3.294,7158.8,9999,9999,117.4,4.97375,1.87302,1.8709,1.87241,1.87287,1.87365,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.749,0.5657,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,84.5,84.7,0.155029,4.99756,2.64526,2.74414,2.8479,2.24121,38.4524,15.1652,2,382.164,1206.52,33.3414,33.0156,30.0004,32.9207,32.8357,-1,40,10,-999.9,400,20,101.389,94.1534
42,1784649964,5241,20260722 00:06:04,00:06:04,15,,1784649956,0.003250299,3.250299232,4.227775117,446.5440879,349.3859487,35.31357145,45.13365982,0.09384558,1.386043585,0.0904531,0.056827771,287.4269933,36.86171898,35.24980667,5.726979193,39.16292137,2.238168624,5.715019579,3.48881057,-143.3381961,-2.825577955,-0.477166712,140.7860526,5.088481514,3.271671634,4.227775117,464.3116914,457.5238242,0.167987492,60.81198056,3.250299232,17.89537113,22.18541394,0.007423861,69.65,43,10,1.003432944,0.343294449,25137.38086,1499.987333,1261.20406,0.840809807,0.191619614,6,0.5,0: Broadleaf,2,TRUE,1784649956,446.645,455.5578,22.14402667,17.79424667,460.4581333,21.59662,439.7506,100.9732667,0.099977933,35.21199333,35.24980667,999.9,0,0,5009.084,0,61.6837,-8.912935333,456.7594,463.8112,4.349774,455.5578,17.79424667,2.235953333,1.796744,19.22227333,15.75826667,1499.987333,0.973007667,0.026991967,0,1.98116,0,15148.64667,12843.80667,45.9454,47.875,46.91633333,46.625,46,1459.497333,40.49,0,1784649962,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-8.632826,-14.12612481,1.941307977,0,4.3891705,-1.004875038,0.099703522,0,0,2,0/2,3.0132,2.75935,0.100857,0.101786,0.103757,0.0894392,31692.7,22787.6,33384.8,25663.2,38250.6,31620.3,48796,40118,1.74752,2.60005,0.208363,0,31.9041,999.9,61.476,35.258,34.883,28.7701,-100,3,0.430605,0,20.2441,5.20501,11.956,4.96915,3.294,7158.8,9999,9999,117.4,4.97377,1.87303,1.87091,1.87241,1.87292,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,0.5602,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,86.5,86.7,0.155029,4.99756,2.64526,2.74414,2.8479,2.24976,38.575,15.1477,2,382.477,1205.21,33.4048,33.0635,30,32.9637,32.8737,-1,40,10,-999.9,400,20,101.377,94.1367
43,1784650084,5361,20260722 00:08:04,00:08:04,15,,1784650076,0.00336085,3.360850297,4.600845523,442.5372543,343.7839408,34.74745943,44.72880628,0.099214424,1.384139285,0.095426103,0.059969628,287.4291,36.87318585,35.28052,5.736709219,40.42733403,2.318814974,5.735760295,3.417894245,-148.2134981,-0.223367673,-0.037790589,138.9544436,8.177483729,3.298123208,4.600845523,467.6121712,457.2218121,0.729610927,60.81198056,3.360850297,18.63019239,23.03146303,0.014062117,69.65,42,10,1.003360874,0.33608738,25077.50018,1499.998,1261.21306,0.840809828,0.191619655,6,0.5,0: Broadleaf,2,TRUE,1784650076,442.6473333,455.7862,22.94186,18.55119333,456.4284,22.21368,438.8505333,100.9735333,0.100005327,35.27752667,35.28052,999.9,0,0,4999.666667,0,62.24346667,-13.13887067,453.0412,464.4017333,4.390669333,455.7862,18.55119333,2.316521333,1.873180667,19.79172667,16.41110667,1499.998,0.973007467,0.026992173,0,2.037413333,0,14790.68667,12843.9,46.00413333,47.9538,46.9496,46.75,46.062,1459.506667,40.49133333,0,1784650082,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-11.548901,-37.37197353,3.656573247,0,4.441311,-0.858501654,0.096626031,0,0,2,0/2,3.01294,2.75944,0.100806,0.102529,0.106176,0.0915225,31694.5,22768.6,33384.7,25662.9,38143.1,31547,48796.2,40118.1,1.74715,2.6004,0.200242,0,32.0484,999.9,62.807,35.379,35.8789,29.4901,-100,3,0.43064,0,20.2439,5.20037,11.956,4.9692,3.29402,7158.8,9999,9999,117.5,4.97378,1.87305,1.87091,1.87241,1.87292,1.87365,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.822,0.7507,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,88.5,88.7,0.155029,4.99756,2.64526,2.74414,2.8479,2.24243,38.6241,15.1215,2,382.366,1206,33.4777,33.0714,30.0001,32.9784,32.8882,-1,40,10,-999.9,400,20,101.378,94.1364
44,1784650204,5481,20260722 00:10:04,00:10:04,15,,1784650196,0.003581735,3.581734883,3.726987436,431.6841897,350.9429435,35.46968027,43.63016973,0.105297395,1.384050008,0.101040753,0.063518575,287.4302744,36.8666718,35.33274,5.753285563,40.10086978,2.313503816,5.769211064,3.439781747,-157.9545083,3.734327323,0.632319349,133.8424128,3.998175344,3.569432031,3.726987436,446.4037902,441.8830727,-0.122560238,60.81198056,3.581734883,18.01908103,22.85600061,-0.008385424,69.65,42,10,1.003362349,0.336234891,25066.53516,1499.999333,1261.214641,0.840810134,0.191620268,6,0.5,0: Broadleaf,2,TRUE,1784650196,431.7734,439.3277333,22.89019333,18.13860667,445.4665333,22.17387333,438.8974667,100.9696667,0.09998278,35.38278667,35.33274,999.9,0,0,4999.417333,0,63.45701333,-7.554268667,441.8882667,447.4438667,4.751602667,439.3277333,18.13860667,2.311216667,1.831448667,19.75478,16.05758,1499.999333,0.9729934,0.027006633,0,1.961546667,0,14587.72,12843.84,46.18286667,48.062,47.0788,46.8708,46.187,1459.492,40.50666667,0,1784650202,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-8.5764465,25.01352406,2.41883313,0,4.6982265,1.328090977,0.131606665,0,0,2,0/2,3.01264,2.75942,0.0981035,0.0973352,0.105615,0.0891809,31787.9,22900.2,33382.9,25662.9,38166.2,31628.5,48794.3,40118.1,1.74717,2.6015,0.198908,0,32.1245,999.9,61.561,35.49,35.3831,29.5801,-100,3,0.432558,0,20.2441,5.20396,11.956,4.96895,3.294,7158.8,9999,9999,117.5,4.97376,1.87305,1.87093,1.87241,1.87293,1.87365,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.692,0.7066,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,90.5,90.7,0.155029,4.99756,2.64526,2.74414,2.8479,2.23999,38.6733,15.1127,2,382.5,1207.97,33.5538,33.0893,30.0004,32.9986,32.9087,-1,40,10,-999.9,400,20,101.373,94.1364
45,1784650324,5601,20260722 00:12:04,00:12:04,15,,1784650316,0.003417166,3.417166151,3.419869808,434.4147559,354.8996598,35.86888509,43.90529135,0.099213557,1.384392744,0.095425966,0.059969481,287.42636,37.01483318,35.42029333,5.781171271,39.84016461,2.306790953,5.790114011,3.474380317,-150.6970273,2.089790686,0.354032116,139.1731555,5.639547862,3.303830855,3.419869808,452.5088139,446.8372,0.167575004,60.81198056,3.417166151,18.63970502,23.01459576,0.029650613,69.65,42,10,1.003361735,0.33617351,25071.0967,1499.984,1261.20126,0.840809809,0.191619617,6,0.5,0: Broadleaf,2,TRUE,1784650316,434.4966,444.1342,22.82422,18.42982,448.2118,22.12298,439.2892,100.9676667,0.1000129,35.44829333,35.42029333,999.9,0,0,5001.208667,0,72.44092,-9.637418,444.6454667,452.473,4.394412667,444.1342,18.42982,2.304512667,1.860819333,19.70783333,16.30656667,1499.984,0.973007667,0.02699198,0,2.1581,0,14464.58,12843.77333,46.2416,48.15393333,47.187,46.9454,46.312,1459.494,40.49,0,1784650322,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-8.83434619,-7.532238701,3.614119868,0,4.491659048,-1.488383377,0.154067165,0,0,2,0/2,3.01327,2.7595,0.0988361,0.0983061,0.106162,0.0915435,31759,22872.6,33379.8,25659.7,38139.3,31541.9,48790.2,40114,1.74825,2.6,0.200361,0,32.2167,999.9,62.05,35.591,35.8633,29.5201,-100,3,0.435513,0,20.2441,5.20501,11.956,4.96875,3.294,7158.8,9999,9999,117.5,4.9738,1.87308,1.87091,1.87241,1.87289,1.87365,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.727,0.7511,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,92.5,92.7,0.155029,4.99756,2.64526,2.74414,2.8479,2.25098,38.7471,15.0864,2,383.269,1206.52,33.6267,33.1255,30.0004,33.0314,32.9423,-1,40,10,-999.9,400,20,101.364,94.126
46,1784650444,5721,20260722 00:14:04,00:14:04,15,,1784650436,0.00357006,3.570059903,3.663947847,426.7180789,345.4759365,34.91554361,43.12628498,0.102804915,1.383699933,0.098742241,0.062065538,287.4267267,37.05525022,35.57076667,5.829371408,39.85620353,2.322699941,5.82769992,3.506671467,-157.4396417,-0.38790976,-0.065834472,129.5333407,3.298767323,3.495447933,3.663947847,440.4920695,436.2248303,-0.151665534,60.81198056,3.570059903,18.28470337,23.01979576,0.003776985,69.65,42,10,1.003365674,0.336567429,25041.85175,1499.984667,1261.20194,0.840809888,0.191619777,6,0.5,0: Broadleaf,2,TRUE,1784650436,426.8058667,433.3268,22.98222667,18.33887333,440.4586667,22.2448,439.7756667,100.9650667,0.099985687,35.56556667,35.57076667,999.9,0,0,4997.916667,0,73.96953333,-6.520838,436.8454667,441.4219333,4.643378,433.3268,18.33887333,2.320404,1.851584667,19.81873333,16.22906,1499.984667,0.9730056,0.026994113,0,2.013953333,0,14320.06,12843.77333,46.312,48.25,47.25,46.9916,46.3498,1459.490667,40.494,0,1784650442,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-6.6994635,8.002056992,1.294944195,0,4.71493,-0.712496842,0.156203145,0,0,2,0/2,3.01357,2.75946,0.0971445,0.096524,0.106062,0.0897386,31812.7,22914.2,33373.9,25656.1,38138.1,31600.3,48782.6,40108.5,1.74885,2.59763,0.199944,0,32.3609,999.9,61.439,35.701,35.7314,28.8301,-100,3,0.441936,0,20.2441,5.20052,11.956,4.96955,3.294,7158.8,9999,9999,117.6,4.97376,1.87304,1.8709,1.87241,1.8729,1.87366,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.646,0.7445,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,94.5,94.7,0.155029,4.99756,2.64526,2.74292,2.8479,2.25952,38.8211,15.0777,2,383.919,1204.21,33.7048,33.1899,30.0004,33.0863,32.9958,-1,40,10,-999.9,400,20,101.347,94.1128
47,1784650564,5841,20260722 00:16:04,00:16:04,15,,1784650556,0.003571774,3.571773821,2.965693199,449.2720879,377.9596928,38.1972419,45.40419242,0.103212933,1.383935889,0.099119306,0.062303834,287.4343323,37.08596077,35.59939333,5.838580625,40.15553108,2.344247638,5.837919646,3.494332987,-157.5152255,-0.153200743,-0.02600381,129.7399022,0.033865954,3.457690615,2.965693199,455.5837707,456.0027879,-0.835087657,60.81198056,3.571773821,18.44380471,23.21398727,-0.001545759,69.65,42,10,1.003365094,0.336509426,25046.15363,1500.025333,1261.236039,0.840809826,0.191619652,6,0.5,0: Broadleaf,2,TRUE,1784650556,449.3431333,451.5092,23.19620667,18.60344667,463.1778667,22.40943333,439.7210667,100.9616667,0.100014313,35.59734,35.59939333,999.9,0,0,4999.25,0,80.05234,-2.166111067,460.0136667,460.069,4.592758667,451.5092,18.60344667,2.34193,1.878236,19.9677,16.45317333,1500.025333,0.9730078,0.026991847,0,2.05874,0,14244.63333,12844.13333,46.43286667,48.375,47.375,47.125,46.5,1459.534,40.492,0,1784650562,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-4.2728043,53.25400755,5.371119134,0,4.557158,1.476726316,0.164628584,0,0,2,0/2,3.01354,2.75954,0.100127,0.0981626,0.106561,0.0899827,31700.6,22869.2,33367,25652.6,38110.2,31587.4,48772.8,40103.7,1.74737,2.5959,0.191446,0,32.5022,999.9,61.391,35.812,35.9207,29.1901,-100,3,0.449888,0,20.2444,5.19947,11.956,4.96935,3.294,7158.8,9999,9999,117.6,4.97378,1.87305,1.87092,1.87241,1.87291,1.87366,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.792,0.787,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,96.5,96.7,0.155029,4.99756,2.64526,2.74414,2.8479,2.25464,38.9198,15.0602,2,383.637,1203.3,33.7736,33.2849,30.0003,33.1698,33.0728,-1,40,10,-999.9,400,20,101.327,94.1011
48,1784650684,5961,20260722 00:18:04,00:18:04,15,,1784650676,0.0034258,3.425799863,3.722236124,420.3563118,334.3856484,33.78940835,42.47667667,0.096421054,1.383523968,0.092837378,0.058334243,287.4255933,37.20231882,35.66814,5.860748117,39.00081319,2.282163584,5.851579485,3.578584534,-151.077774,-2.118811912,-0.359941887,133.8690656,3.143304815,3.488515268,3.722236124,434.4949566,429.5918,-0.047704089,60.81198056,3.425799863,18.02519951,22.58222727,0.000527018,69.65,42,10,1.003367082,0.336708203,25031.41717,1499.979333,1261.1974,0.840809851,0.191619702,6,0.5,0: Broadleaf,2,TRUE,1784650676,420.4455333,426.7096667,22.58467333,17.95684,434.0464,21.93802,440.5545333,100.9492,0.1000182,35.63973333,35.66814,999.9,0,0,4997.833333,0,66.11035333,-6.264151333,430.1605333,434.5120667,4.627821333,426.7096667,17.95684,2.279904,1.812728667,19.5351,15.89690667,1499.979333,0.973006133,0.026993567,0,2.025246667,0,14133.24667,12843.74667,46.5,48.40806667,47.437,47.125,46.5372,1459.487333,40.492,0,1784650682,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-6.370204,0.136370526,0.566255967,0,4.632982,-0.454701654,0.062696897,0,0,2,0/2,3.01451,2.75947,0.0960552,0.0957999,0.104782,0.0894433,31836.9,22924.4,33360.1,25647.8,38181.9,31599.6,48763.5,40096.7,1.74855,2.59417,0.195127,0,32.5289,999.9,60.194,35.923,35.4407,29.2201,-100,3,0.457853,0,20.2439,5.20321,11.956,4.9675,3.29402,7158.8,9999,9999,117.6,4.97372,1.87305,1.87088,1.87241,1.87289,1.87364,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.596,0.6479,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,98.5,98.7,0.155029,4.99756,2.64526,2.74414,2.8479,2.23877,38.994,15.0426,2,384.777,1202.55,33.8313,33.3773,30.0003,33.2551,33.1575,-1,40,10,-999.9,400,20,101.307,94.0842
49,1784650804,6081,20260722 00:20:04,00:20:04,15,,1784650796,0.003447553,3.447552907,4.361743268,429.9025928,333.911667,33.73769409,43.43640429,0.097821919,1.384354584,0.094137618,0.05915547,287.43142,37.26253134,35.72378,5.878742844,39.63964442,2.32877874,5.874872932,3.549964104,-152.0370832,-0.892117004,-0.151555153,134.3506647,4.384352727,3.584965289,4.361743268,449.1750161,441.0290606,0.389497408,60.81198056,3.447552907,18.31073831,22.96294182,-0.012118201,69.65,42,10,1.003364608,0.336460822,25049.75962,1500.01,1261.22316,0.840809835,0.191619669,6,0.5,0: Broadleaf,2,TRUE,1784650796,430.0070667,438.0394,23.04859333,18.30584667,443.6858667,22.29588667,441.5562,100.9378,0.099981627,35.71182667,35.72378,999.9,0,0,5002.5,0,64.7728,-8.032316667,440.1520667,446.2076667,4.742756,438.0394,18.30584667,2.326475333,1.847752667,19.86084667,16.19662,1500.01,0.973007133,0.026992533,0,2.02426,0,14053.49333,12844,46.50413333,48.4748,47.4916,47.187,46.562,1459.518,40.492,0,1784650802,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-4.492795014,-52.63746729,5.406390784,0,4.755904762,-0.13588987,0.057829322,0,0,2,0/2,3.01529,2.75952,0.0979851,0.098932,0.105833,0.0906232,31763.1,22840.8,33354.3,25643.4,38130.6,31553.1,48755.7,40090.6,1.7493,2.58942,0.195455,0,32.5701,999.9,60.695,36.034,35.9581,29.3701,-100,3,0.464738,0,20.2442,5.20441,11.956,4.969,3.29405,7158.8,9999,9999,117.7,4.97373,1.87306,1.87088,1.87241,1.8729,1.87365,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.691,0.7338,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,100.5,100.7,0.155029,4.99756,2.64526,2.74292,2.8479,2.24121,39.0931,15.0164,2,385.663,1197.38,33.895,33.4604,30.0003,33.3356,33.2358,-1,40,10,-999.9,400,20,101.29,94.0691
